rx,tx,len,type,rateMbps,rssi
5ffe420ebcb4,0601049110e7,90,8,18,44
5ffe420ebcb4,0601049110e7,1544,8,24,44
0601049110e7,5ffe420ebcb4,96,8,24,-58
5ffe420ebcb4,0601049110e7,1544,8,24,44
0601049110e7,5ffe420ebcb4,96,8,18,-58
0601049110e7,5ffe420ebcb4,96,8,24,-57
0601049110e7,5ffe420ebcb4,96,8,18,-57
5ffe420ebcb4,0601049110e7,928,8,24,45
0601049110e7,5ffe420ebcb4,96,8,24,-58
0601049110e7,5ffe420ebcb4,96,8,18,-58
5ffe420ebcb4,0601049110e7,90,8,18,44
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-57
b00f0e000105,0601049110e7,107,8,11,-128
b00f0e000105,0601049110e7,169,8,11,-128
b00f0e000105,0601049110e7,168,8,11,-128
0601049110e7,8d6dc85854f0,32,8,6,-57
0601049110e7,d97b6dd360cd,32,8,2,-56
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,68,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
5ffe420ebcb4,0601049110e7,90,8,18,44
0601049110e7,5ffe420ebcb4,136,8,18,-59
0601049110e7,5ffe420ebcb4,136,8,12,-60
0601049110e7,5ffe420ebcb4,136,8,11,-58
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-58
0601049110e7,875f8a570cd5,32,8,6,-43
0601049110e7,875f8a570cd5,32,8,6,-44
0601049110e7,8d6dc85854f0,32,8,6,-58
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,e46300b21030,73,0,1,-57
ffffffffffff,e46300b21030,73,0,1,-56
ffffffffffff,e46300b21030,73,0,1,-57
ffffffffffff,118f7f7fac1d,141,0,1,-56
ffffffffffff,e46300b21030,73,0,1,-58
ffffffffffff,118f7f7fac1d,141,0,1,-56
ffffffffffff,e46300b21030,73,0,1,-60
ffffffffffff,118f7f7fac1d,141,0,1,-56
ffffffffffff,e46300b21030,73,0,1,-59
ffffffffffff,118f7f7fac1d,141,0,1,-56
ffffffffffff,77d42b3aa034,98,8,1,-90
ffffffffffff,118f7f7fac1d,141,0,1,-56
ffffffffffff,118f7f7fac1d,141,0,1,-58
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-56
ffffffffffff,0601049110e7,86,8,11,-128
afff0e7001f5,0601049110e7,201,8,11,-128
0601049110e7,8d6dc85854f0,32,8,6,-56
ffffffffffff,0601049110e7,152,0,0,0
fec304e1705c,0601049110e7,96,8,24,46
0601049110e7,fec304e1705c,96,8,54,-55
b00f30033300,0601049110e7,127,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,efbc0d271c75,116,8,11,-63
0601049110e7,efbc0d271c75,116,8,11,-65
0601049110e7,efbc0d271c75,116,8,11,-66
0601049110e7,efbc0d271c75,116,8,2,-66
0601049110e7,efbc0d271c75,116,8,2,-66
0601049110e7,efbc0d271c75,28,8,11,-64
0601049110e7,efbc0d271c75,28,8,11,-66
0601049110e7,efbc0d271c75,28,8,11,-65
0601049110e7,efbc0d271c75,28,8,2,-63
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-57
0601049110e7,8d6dc85854f0,32,8,6,-57
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,efbc0d271c75,28,8,11,-68
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-56
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,8d6dc85854f0,32,8,6,-56
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,189,8,11,-128
ffffffffffff,0601049110e7,189,8,11,-128
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-57
ffffffffffff,0601049110e7,68,8,11,-128
0601049110e7,8d6dc85854f0,32,8,6,-57
0601049110e7,d97b6dd360cd,32,8,2,-58
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
00000208010c,0601049110e7,78,8,11,-128
0601049110e7,5ffe420ebcb4,84,8,18,-63
5ffe420ebcb4,0601049110e7,90,8,24,44
0601049110e7,5ffe420ebcb4,84,8,12,-62
0601049110e7,5ffe420ebcb4,84,8,11,-62
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-57
ffffffffffff,0601049110e7,68,8,11,-128
0601049110e7,875f8a570cd5,32,8,6,-43
b00f0e000105,0601049110e7,107,8,11,-128
ffffffffffff,0601049110e7,118,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,875f8a570cd5,32,8,6,-41
0601049110e7,8d6dc85854f0,32,8,6,-58
96e6224fd415,0a3204a11077,20,4,1,-74
ffffffffffff,0601049110e7,152,0,0,0
c00030033300,0601049110e7,234,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-57
b00f30033300,0601049110e7,127,8,11,-128
301030033300,0601049110e7,110,8,11,-128
c00f0e000105,0601049110e7,90,8,11,-128
afff0e7001f5,0601049110e7,201,8,11,-128
0601049110e7,8d6dc85854f0,32,8,6,-57
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
301030033300,0601049110e7,110,8,11,-128
c00f0e000105,0601049110e7,90,8,11,-128
201030033300,0601049110e7,177,8,11,-128
0601049110e7,efbc0d271c75,116,8,11,-62
0601049110e7,efbc0d271c75,116,8,11,-63
0601049110e7,efbc0d271c75,116,8,11,-61
0601049110e7,efbc0d271c75,116,8,2,-62
0601049110e7,efbc0d271c75,28,8,11,-60
0601049110e7,efbc0d271c75,28,8,11,-61
0601049110e7,efbc0d271c75,28,8,11,-61
0601049110e7,efbc0d271c75,28,8,2,-63
0601049110e7,7cd8c82cb013,119,8,18,-51
7cd8c82cb013,0601049110e7,123,8,24,46
0601049110e7,7cd8c82cb013,116,8,18,-51
0601049110e7,7cd8c82cb013,96,8,18,-51
7cd8c82cb013,0601049110e7,90,8,24,44
0601049110e7,7cd8c82cb013,245,8,18,-52
0601049110e7,7cd8c82cb013,84,8,18,-50
7cd8c82cb013,0601049110e7,90,8,24,45
7cd8c82cb013,0601049110e7,90,8,24,43
0601049110e7,7cd8c82cb013,96,8,18,-49
7cd8c82cb013,0601049110e7,1544,8,24,44
7cd8c82cb013,0601049110e7,1544,8,24,46
0601049110e7,7cd8c82cb013,96,8,18,-50
0601049110e7,7cd8c82cb013,96,8,18,-49
0601049110e7,7cd8c82cb013,96,8,18,-50
7cd8c82cb013,0601049110e7,809,8,24,43
0601049110e7,7cd8c82cb013,96,8,18,-51
7cd8c82cb013,0601049110e7,90,8,24,43
7cd8c82cb013,0601049110e7,90,8,24,44
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-57
0601049110e7,8d6dc85854f0,32,8,6,-57
0601049110e7,fec304e1705c,468,8,54,-54
0601049110e7,b03c737e54d4,119,8,9,-48
0601049110e7,b03c737e54d4,119,8,9,-47
0601049110e7,b03c737e54d4,119,8,18,-47
0601049110e7,b03c737e54d4,119,8,18,-46
0601049110e7,b03c737e54d4,119,8,18,-48
0601049110e7,b03c737e54d4,119,8,18,-48
0601049110e7,b03c737e54d4,119,8,18,-48
0601049110e7,b03c737e54d4,119,8,9,-49
0601049110e7,b03c737e54d4,119,8,9,-49
0601049110e7,b03c737e54d4,119,8,1,-50
0601049110e7,b03c737e54d4,119,8,36,-47
0601049110e7,b03c737e54d4,119,8,36,-48
0601049110e7,b03c737e54d4,119,8,9,-48
0601049110e7,b03c737e54d4,119,8,9,-48
0601049110e7,b03c737e54d4,119,8,9,-49
0601049110e7,b03c737e54d4,119,8,9,-50
0601049110e7,b03c737e54d4,119,8,1,-52
b03c737e54d4,0601049110e7,123,8,11,46
0601049110e7,b03c737e54d4,116,8,9,-47
b03c737e54d4,0601049110e7,107,8,12,48
0601049110e7,b03c737e54d4,108,8,9,-47
0601049110e7,b03c737e54d4,907,8,9,-47
b03c737e54d4,0601049110e7,104,8,18,49
b03c737e54d4,0601049110e7,96,8,18,49
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,118,8,11,-128
0601049110e7,c22f1056785b,96,8,54,-57
0601049110e7,c22f1056785b,96,8,54,-56
0601049110e7,c22f1056785b,96,8,36,-55
0601049110e7,c22f1056785b,96,8,36,-54
0601049110e7,c22f1056785b,96,8,54,-56
0601049110e7,c22f1056785b,96,8,54,-56
0601049110e7,c22f1056785b,96,8,1,-55
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-58
0601049110e7,8d6dc85854f0,32,8,6,-58
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,118,8,11,-128
ffffffffffff,0601049110e7,189,8,11,-128
ffffffffffff,0601049110e7,189,8,11,-128
0601049110e7,d97b6dd360cd,119,8,11,-56
0601049110e7,d97b6dd360cd,119,8,9,-52
0601049110e7,d97b6dd360cd,116,8,11,-54
d97b6dd360cd,0601049110e7,123,8,12,40
0601049110e7,d97b6dd360cd,96,8,11,-54
0601049110e7,d97b6dd360cd,96,8,9,-53
0601049110e7,d97b6dd360cd,254,8,11,-54
0601049110e7,d97b6dd360cd,84,8,11,-54
d97b6dd360cd,0601049110e7,90,8,18,42
d97b6dd360cd,0601049110e7,90,8,18,41
d97b6dd360cd,0601049110e7,90,8,18,42
0601049110e7,d97b6dd360cd,96,8,11,-54
d97b6dd360cd,0601049110e7,1544,8,18,42
0601049110e7,d97b6dd360cd,96,8,11,-54
d97b6dd360cd,0601049110e7,1544,8,12,43
0601049110e7,d97b6dd360cd,96,8,11,-54
0601049110e7,d97b6dd360cd,96,8,9,-53
0601049110e7,d97b6dd360cd,96,8,11,-54
0601049110e7,d97b6dd360cd,96,8,9,-53
d97b6dd360cd,0601049110e7,837,8,11,42
0601049110e7,d97b6dd360cd,96,8,9,-53
d97b6dd360cd,0601049110e7,90,8,12,43
d97b6dd360cd,0601049110e7,90,8,18,43
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-59
0601049110e7,8d6dc85854f0,32,8,6,-59
0601049110e7,8d6dc85854f0,28,8,24,-58
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,8d6dc85854f0,32,8,6,-57
b03c737e54d4,0601049110e7,1138,8,24,47
0601049110e7,b03c737e54d4,108,8,9,-50
b03c737e54d4,0601049110e7,96,8,24,46
0601049110e7,b03c737e54d4,108,8,9,-50
0601049110e7,b03c737e54d4,119,8,9,-49
b03c737e54d4,0601049110e7,96,8,24,46
b03c737e54d4,0601049110e7,123,8,24,45
0601049110e7,b03c737e54d4,116,8,9,-50
b03c737e54d4,0601049110e7,104,8,24,45
0601049110e7,b03c737e54d4,108,8,9,-49
0601049110e7,b03c737e54d4,964,8,9,-50
b03c737e54d4,0601049110e7,96,8,24,46
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,5ffe420ebcb4,32,8,6,-58
0601049110e7,5ffe420ebcb4,32,8,6,-59
0601049110e7,5ffe420ebcb4,32,8,6,-60
0601049110e7,5ffe420ebcb4,32,8,6,-59
ffffffffffff,77d42b3aa034,98,8,1,-90
ffffffffffff,118f7f7fac1d,141,0,1,-56
ffffffffffff,118f7f7fac1d,141,0,1,-59
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,118f7f7fac1d,141,0,1,-57
ffffffffffff,118f7f7fac1d,141,0,1,-57
0601049110e7,875f8a570cd5,32,8,6,-43
0601049110e7,875f8a570cd5,32,8,6,-43
ffffffffffff,118f7f7fac1d,141,0,1,-61
0601049110e7,fec304e1705c,96,8,54,-55
fec304e1705c,0601049110e7,90,8,11,41
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,9,-48
b03c737e54d4,0601049110e7,1544,8,24,46
0601049110e7,b03c737e54d4,108,8,48,-49
b03c737e54d4,0601049110e7,1544,8,24,47
0601049110e7,b03c737e54d4,108,8,9,-49
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,48
b03c737e54d4,0601049110e7,1544,8,24,47
0601049110e7,b03c737e54d4,108,8,9,-47
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,9,-47
0601049110e7,b03c737e54d4,108,8,9,-48
0601049110e7,b03c737e54d4,108,8,9,-48
0601049110e7,b03c737e54d4,108,8,9,-48
b03c737e54d4,0601049110e7,1544,8,18,48
b03c737e54d4,0601049110e7,1544,8,24,49
0601049110e7,b03c737e54d4,108,8,9,-48
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,9,-48
b03c737e54d4,0601049110e7,1544,8,24,48
b03c737e54d4,0601049110e7,1544,8,24,48
b03c737e54d4,0601049110e7,592,8,24,47
0601049110e7,b03c737e54d4,108,8,9,-47
0601049110e7,b03c737e54d4,108,8,9,-48
0601049110e7,b03c737e54d4,108,8,9,-46
0601049110e7,b03c737e54d4,116,8,9,-48
0601049110e7,b03c737e54d4,116,8,9,-48
0601049110e7,b03c737e54d4,116,8,9,-48
0601049110e7,b03c737e54d4,116,8,9,-50
0601049110e7,b03c737e54d4,116,8,9,-46
b03c737e54d4,0601049110e7,104,8,24,47
b03c737e54d4,0601049110e7,104,8,24,47
0601049110e7,b03c737e54d4,108,8,9,-48
0601049110e7,b03c737e54d4,108,8,9,-48
0601049110e7,b03c737e54d4,108,8,54,-49
b03c737e54d4,0601049110e7,104,8,24,46
0601049110e7,b03c737e54d4,108,8,9,-48
b03c737e54d4,0601049110e7,104,8,18,48
b03c737e54d4,0601049110e7,104,8,24,48
0601049110e7,b03c737e54d4,108,8,9,-49
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,118,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
b03c737e54d4,0601049110e7,1544,8,24,47
0601049110e7,b03c737e54d4,108,8,9,-48
b03c737e54d4,0601049110e7,1544,8,18,47
0601049110e7,b03c737e54d4,108,8,54,-49
b03c737e54d4,0601049110e7,1544,8,18,49
0601049110e7,b03c737e54d4,108,8,54,-49
b03c737e54d4,0601049110e7,1252,8,24,47
0601049110e7,b03c737e54d4,108,8,54,-49
b03c737e54d4,0601049110e7,96,8,24,47
0601049110e7,b03c737e54d4,108,8,54,-48
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,b03c737e54d4,1112,8,54,-47
0601049110e7,b03c737e54d4,986,8,54,-48
0601049110e7,b03c737e54d4,1017,8,54,-47
0601049110e7,b03c737e54d4,1012,8,54,-46
0601049110e7,b03c737e54d4,999,8,54,-47
0601049110e7,b03c737e54d4,116,8,54,-45
b03c737e54d4,0601049110e7,96,8,18,49
b03c737e54d4,0601049110e7,96,8,24,48
b03c737e54d4,0601049110e7,96,8,24,47
b03c737e54d4,0601049110e7,96,8,18,49
b03c737e54d4,0601049110e7,96,8,24,49
0601049110e7,b03c737e54d4,108,8,54,-47
0601049110e7,b03c737e54d4,994,8,54,-47
b03c737e54d4,0601049110e7,104,8,24,50
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-48
0601049110e7,b03c737e54d4,108,8,54,-47
b03c737e54d4,0601049110e7,96,8,24,47
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,47
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,47
0601049110e7,b03c737e54d4,108,8,54,-49
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,46
b03c737e54d4,0601049110e7,303,8,24,46
0601049110e7,b03c737e54d4,108,8,54,-49
0601049110e7,b03c737e54d4,108,8,54,-49
b03c737e54d4,0601049110e7,96,8,24,46
0601049110e7,b03c737e54d4,108,8,54,-46
b03c737e54d4,0601049110e7,1544,8,24,47
0601049110e7,b03c737e54d4,116,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,47
0601049110e7,b03c737e54d4,108,8,54,-48
0601049110e7,b03c737e54d4,108,8,54,-47
0601049110e7,b03c737e54d4,108,8,54,-47
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,362,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-47
b03c737e54d4,0601049110e7,1544,8,24,48
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-48
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-48
0601049110e7,b03c737e54d4,108,8,54,-46
b03c737e54d4,0601049110e7,1544,8,24,49
b03c737e54d4,0601049110e7,1544,8,24,51
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-47
0601049110e7,b03c737e54d4,108,8,54,-48
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,96,8,18,48
b03c737e54d4,0601049110e7,104,8,24,47
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,96,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,46
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,653,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-49
0601049110e7,b03c737e54d4,989,8,54,-48
0601049110e7,b03c737e54d4,108,8,54,-46
b03c737e54d4,0601049110e7,1544,8,24,47
0601049110e7,b03c737e54d4,108,8,54,-48
0601049110e7,b03c737e54d4,108,8,54,-48
0601049110e7,b03c737e54d4,108,8,54,-48
0601049110e7,b03c737e54d4,108,8,54,-47
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,18,48
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-45
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-48
b03c737e54d4,0601049110e7,1544,8,24,49
0601049110e7,b03c737e54d4,108,8,54,-47
b03c737e54d4,0601049110e7,1544,8,24,48
b03c737e54d4,0601049110e7,1544,8,24,47
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-46
b03c737e54d4,0601049110e7,1544,8,24,48
0601049110e7,b03c737e54d4,108,8,54,-45
