rx,tx,len,type,rateMbps,rssi
b03c737e54d4,0601049110e7,334,8,24,47
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,d97b6dd360cd,32,8,2,-51
ffffffffffff,0601049110e7,86,8,11,-128
b03c737e54d4,0601049110e7,186,8,24,48
0601049110e7,b03c737e54d4,116,8,18,-47
0601049110e7,b03c737e54d4,116,8,18,-47
0601049110e7,b03c737e54d4,116,8,18,-45
0601049110e7,b03c737e54d4,116,8,18,-45
0601049110e7,b03c737e54d4,116,8,18,-46
0601049110e7,b03c737e54d4,116,8,18,-46
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,d97b6dd360cd,32,8,2,-49
0601049110e7,8d6dc85854f0,32,8,6,-57
76ed09bed89b,0601049110e7,90,8,1,51
5ffe420ebcb4,0601049110e7,90,8,1,46
5ffe420ebcb4,0601049110e7,90,8,1,42
167078cdd840,0601049110e7,90,8,1,45
0601049110e7,5ffe420ebcb4,32,8,2,-55
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,fec304e1705c,108,8,18,-54
0601049110e7,d97b6dd360cd,32,8,2,-51
0601049110e7,d97b6dd360cd,28,8,11,-50
fec304e1705c,0601049110e7,104,8,18,47
0601049110e7,d97b6dd360cd,28,8,9,-53
0601049110e7,d97b6dd360cd,28,8,6,-52
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,152,0,0,0
b00f30033300,0601049110e7,127,8,11,-128
b00f0e000105,0601049110e7,107,8,11,-128
b00f0e000105,0601049110e7,168,8,11,-128
0601049110e7,b03c737e54d4,126,8,18,-48
b03c737e54d4,0601049110e7,334,8,24,47
0601049110e7,b03c737e54d4,116,8,18,-49
0601049110e7,b03c737e54d4,116,8,18,-48
0601049110e7,b03c737e54d4,116,8,48,-48
0601049110e7,b03c737e54d4,116,8,18,-47
0601049110e7,b03c737e54d4,116,8,18,-48
0601049110e7,c22f1056785b,84,8,54,-58
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,e46300b21030,73,0,1,-58
ffffffffffff,e46300b21030,73,0,1,-57
ffffffffffff,e46300b21030,73,0,1,-58
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,e46300b21030,73,0,1,-57
0601049110e7,c22f1056785b,116,8,54,-59
c22f1056785b,0601049110e7,104,8,11,42
ffffffffffff,0601049110e7,152,0,0,0
afff0e7001f5,0601049110e7,409,8,11,-128
afff0e7001f5,0601049110e7,354,8,11,-128
afff0e7001f5,0601049110e7,345,8,11,-128
afff0e7001f5,0601049110e7,419,8,11,-128
b00f30033300,0601049110e7,127,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,c22f1056785b,108,8,54,-60
c22f1056785b,0601049110e7,96,8,11,40
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,875f8a570cd5,32,8,6,-43
200030033300,0601049110e7,96,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,875f8a570cd5,32,8,6,-45
0601049110e7,5ffe420ebcb4,96,8,11,-54
0601049110e7,5ffe420ebcb4,96,8,11,-53
5ffe420ebcb4,0601049110e7,186,8,11,42
0601049110e7,5ffe420ebcb4,96,8,11,-50
5ffe420ebcb4,0601049110e7,90,8,18,42
5ffe420ebcb4,0601049110e7,90,8,12,42
0601049110e7,fec304e1705c,108,8,18,-54
fec304e1705c,0601049110e7,974,8,18,43
0601049110e7,fec304e1705c,849,8,18,-53
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
b00f30033300,0601049110e7,127,8,11,-128
b00f0e000105,0601049110e7,107,8,11,-128
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,efbc0d271c75,116,8,18,-68
0601049110e7,efbc0d271c75,116,8,18,-67
0601049110e7,efbc0d271c75,28,8,18,-66
0601049110e7,efbc0d271c75,28,8,18,-66
0601049110e7,efbc0d271c75,28,8,18,-66
0601049110e7,b03c737e54d4,116,8,18,-49
0601049110e7,b03c737e54d4,116,8,18,-47
0601049110e7,b03c737e54d4,116,8,18,-49
0601049110e7,b03c737e54d4,116,8,18,-49
0601049110e7,b03c737e54d4,116,8,18,-47
0601049110e7,b03c737e54d4,116,8,18,-49
0601049110e7,efbc0d271c75,28,8,5,-62
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,8d6dc85854f0,32,8,6,-56
0601049110e7,8d6dc85854f0,32,8,6,-58
0601049110e7,fec304e1705c,108,8,18,-55
0601049110e7,fec304e1705c,108,8,24,-55
0601049110e7,fec304e1705c,96,8,36,-54
0601049110e7,fec304e1705c,96,8,24,-54
0601049110e7,fec304e1705c,96,8,24,-55
fec304e1705c,0601049110e7,96,8,18,42
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,d97b6dd360cd,32,8,6,-52
0601049110e7,d97b6dd360cd,32,8,6,-53
0601049110e7,d97b6dd360cd,32,8,6,-52
0601049110e7,d97b6dd360cd,32,8,6,-54
0601049110e7,d97b6dd360cd,32,8,6,-53
0601049110e7,d97b6dd360cd,32,8,6,-52
0601049110e7,d97b6dd360cd,32,8,6,-52
0601049110e7,d97b6dd360cd,32,8,6,-52
0601049110e7,d97b6dd360cd,32,8,6,-53
0601049110e7,d97b6dd360cd,32,8,6,-52
0601049110e7,d97b6dd360cd,32,8,6,-51
0601049110e7,d97b6dd360cd,32,8,6,-53
ffffffffffff,0601049110e7,90,8,11,-128
c22f1056785b,0601049110e7,1544,8,18,43
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,b03c737e54d4,116,8,18,-50
0601049110e7,b03c737e54d4,116,8,18,-47
0601049110e7,b03c737e54d4,116,8,18,-47
0601049110e7,b03c737e54d4,116,8,18,-49
0601049110e7,b03c737e54d4,116,8,18,-48
0601049110e7,b03c737e54d4,116,8,18,-50
0601049110e7,b03c737e54d4,116,8,18,-49
0601049110e7,fec304e1705c,849,8,24,-56
0601049110e7,fec304e1705c,849,8,24,-54
0601049110e7,fec304e1705c,849,8,24,-56
0601049110e7,fec304e1705c,849,8,24,-55
0601049110e7,fec304e1705c,20,4,1,-57
0601049110e7,fec304e1705c,849,8,18,-56
fec304e1705c,0601049110e7,96,8,18,43
c22f1056785b,0601049110e7,90,8,24,44
0601049110e7,c22f1056785b,84,8,54,-60
0601049110e7,c22f1056785b,84,8,54,-61
0601049110e7,c22f1056785b,84,8,18,-59
0601049110e7,c22f1056785b,84,8,18,-59
0601049110e7,c22f1056785b,84,8,18,-58
0601049110e7,c22f1056785b,84,8,18,-60
0601049110e7,c22f1056785b,84,8,18,-58
0601049110e7,c22f1056785b,84,8,54,-59
0601049110e7,c22f1056785b,84,8,54,-60
0601049110e7,c22f1056785b,84,8,1,-58
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,efbc0d271c75,28,8,11,-60
0601049110e7,efbc0d271c75,28,8,11,-56
0601049110e7,efbc0d271c75,28,8,11,-58
0601049110e7,efbc0d271c75,28,8,2,-59
fec304e1705c,0601049110e7,1544,8,12,45
0601049110e7,fec304e1705c,108,8,24,-55
fec304e1705c,0601049110e7,1544,8,18,43
fec304e1705c,0601049110e7,1544,8,18,44
0601049110e7,fec304e1705c,108,8,36,-53
fec304e1705c,0601049110e7,1544,8,18,43
fec304e1705c,0601049110e7,645,8,24,43
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,fec304e1705c,108,8,48,-56
0601049110e7,fec304e1705c,108,8,54,-55
0601049110e7,fec304e1705c,116,8,54,-55
0601049110e7,fec304e1705c,116,8,54,-53
0601049110e7,fec304e1705c,116,8,54,-53
0601049110e7,fec304e1705c,116,8,54,-54
0601049110e7,fec304e1705c,116,8,54,-53
0601049110e7,fec304e1705c,116,8,54,-54
0601049110e7,fec304e1705c,108,8,54,-54
fec304e1705c,0601049110e7,96,8,18,43
0601049110e7,fec304e1705c,108,8,54,-54
0601049110e7,fec304e1705c,832,8,54,-55
fec304e1705c,0601049110e7,104,8,18,43
fec304e1705c,0601049110e7,104,8,11,42
0601049110e7,fec304e1705c,108,8,54,-54
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,fec304e1705c,108,8,54,-54
0601049110e7,fec304e1705c,814,8,54,-54
afff0e7001f5,0601049110e7,191,8,11,-128
00000208010c,0601049110e7,78,8,11,-128
afff0e7001f5,0601049110e7,201,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
fec304e1705c,0601049110e7,96,8,11,42
fec304e1705c,0601049110e7,1544,8,18,43
0601049110e7,fec304e1705c,108,8,54,-55
fec304e1705c,0601049110e7,1544,8,11,41
fec304e1705c,0601049110e7,935,8,18,41
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,875f8a570cd5,32,8,6,-45
ffffffffffff,0601049110e7,68,8,11,-128
c00030033300,0601049110e7,234,8,11,-128
0601049110e7,875f8a570cd5,32,8,6,-43
ffffffffffff,e46300b21030,73,0,1,-59
ffffffffffff,e46300b21030,73,0,1,-60
0601049110e7,5ffe420ebcb4,32,8,2,-59
ffffffffffff,e46300b21030,73,0,1,-61
ffffffffffff,e46300b21030,73,0,1,-60
ffffffffffff,e46300b21030,73,0,1,-61
ffffffffffff,e46300b21030,73,0,1,-62
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,b46022bfd4c5,28,8,48,-56
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,fec304e1705c,108,8,54,-55
0601049110e7,fec304e1705c,817,8,54,-55
0601049110e7,b46022bfd4c5,28,8,48,-56
fec304e1705c,0601049110e7,116,8,12,42
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,b46022bfd4c5,28,8,48,-57
0601049110e7,b46022bfd4c5,28,8,48,-56
0601049110e7,b46022bfd4c5,108,8,48,-56
0601049110e7,b46022bfd4c5,108,8,48,-57
0601049110e7,b46022bfd4c5,108,8,48,-57
0601049110e7,b46022bfd4c5,182,8,48,-57
0601049110e7,b46022bfd4c5,182,8,48,-58
0601049110e7,b46022bfd4c5,182,8,48,-57
b46022bfd4c5,0601049110e7,149,8,12,43
0601049110e7,b46022bfd4c5,182,8,48,-58
0601049110e7,b46022bfd4c5,182,8,48,-58
fec304e1705c,0601049110e7,1544,8,12,42
0601049110e7,fec304e1705c,108,8,54,-55
fec304e1705c,0601049110e7,1544,8,18,42
fec304e1705c,0601049110e7,1544,8,18,41
fec304e1705c,0601049110e7,613,8,24,41
0601049110e7,fec304e1705c,108,8,54,-56
0601049110e7,fec304e1705c,108,8,54,-56
0601049110e7,b46022bfd4c5,182,8,48,-57
0601049110e7,b46022bfd4c5,182,8,48,-56
0601049110e7,b46022bfd4c5,182,8,48,-56
0601049110e7,efbc0d271c75,84,8,11,-59
0601049110e7,efbc0d271c75,84,8,11,-59
0601049110e7,efbc0d271c75,28,8,11,-59
0601049110e7,b46022bfd4c5,182,8,48,-57
0601049110e7,b46022bfd4c5,182,8,48,-57
b46022bfd4c5,0601049110e7,149,8,11,39
0601049110e7,b46022bfd4c5,182,8,48,-56
0601049110e7,b46022bfd4c5,182,8,9,-57
0601049110e7,b46022bfd4c5,182,8,9,-56
0601049110e7,b46022bfd4c5,182,8,9,-56
0601049110e7,b46022bfd4c5,182,8,1,-59
ffffffffffff,0601049110e7,152,0,0,0
201030033300,0601049110e7,177,8,11,-128
0601049110e7,8d6dc85854f0,32,8,6,-56
0601049110e7,8d6dc85854f0,32,8,6,-56
0601049110e7,b46022bfd4c5,28,8,48,-59
0601049110e7,b46022bfd4c5,28,8,48,-58
0601049110e7,b46022bfd4c5,28,8,48,-57
0601049110e7,b46022bfd4c5,28,8,48,-58
0601049110e7,b46022bfd4c5,28,8,48,-57
0601049110e7,b46022bfd4c5,28,8,48,-58
0601049110e7,b46022bfd4c5,28,8,9,-56
0601049110e7,b46022bfd4c5,28,8,9,-59
0601049110e7,fec304e1705c,834,8,54,-55
fec304e1705c,0601049110e7,96,8,11,40
0601049110e7,fec304e1705c,108,8,54,-56
fec304e1705c,0601049110e7,1544,8,18,42
0601049110e7,fec304e1705c,108,8,54,-55
fec304e1705c,0601049110e7,1544,8,18,42
fec304e1705c,0601049110e7,1544,8,12,44
ffffffffffff,4a250e0260b5,130,0,1,-56
0601049110e7,fec304e1705c,864,8,54,-54
4a250e0260b5,0601049110e7,137,0,1,41
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,d97b6dd360cd,32,8,6,-55
fec304e1705c,0601049110e7,1544,8,11,38
ffffffffffff,4a250e0260b5,130,0,1,-60
4a250e0260b5,0601049110e7,137,0,1,35
fec304e1705c,0601049110e7,1544,8,18,43
0601049110e7,fec304e1705c,108,8,54,-54
fec304e1705c,0601049110e7,861,8,18,42
fec304e1705c,0601049110e7,96,8,12,41
0601049110e7,fec304e1705c,108,8,54,-55
fec304e1705c,0601049110e7,815,8,18,42
0601049110e7,fec304e1705c,821,8,54,-56
0601049110e7,4a250e0260b5,45,0,1,-55
4a250e0260b5,0601049110e7,30,0,1,39
0601049110e7,4a250e0260b5,110,0,1,-55
4a250e0260b5,0601049110e7,72,0,1,42
4a250e0260b5,0601049110e7,135,8,1,34
0601049110e7,4a250e0260b5,161,8,1,-57
4a250e0260b5,0601049110e7,191,8,1,37
0601049110e7,4a250e0260b5,139,8,1,-59
0601049110e7,b46022bfd4c5,28,8,48,-55
0601049110e7,b46022bfd4c5,28,8,48,-56
0601049110e7,b46022bfd4c5,28,8,48,-56
0601049110e7,4a250e0260b5,28,8,1,-57
0601049110e7,b46022bfd4c5,28,8,48,-57
0601049110e7,b46022bfd4c5,28,8,48,-56
0601049110e7,b46022bfd4c5,28,8,1,-57
0601049110e7,4a250e0260b5,28,8,1,-60
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,77,8,11,-128
0601049110e7,4a250e0260b5,132,8,54,-57
0601049110e7,4a250e0260b5,132,8,54,-57
0601049110e7,4a250e0260b5,132,8,54,-57
0601049110e7,4a250e0260b5,132,8,1,-61
0601049110e7,b46022bfd4c5,198,8,48,-58
0601049110e7,b46022bfd4c5,182,8,48,-55
0601049110e7,b46022bfd4c5,182,8,48,-55
0601049110e7,b46022bfd4c5,182,8,48,-56
b46022bfd4c5,0601049110e7,133,8,11,41
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,b46022bfd4c5,108,8,48,-57
200030033300,0601049110e7,96,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
600130033300,0601049110e7,116,8,11,-128
201030033300,0601049110e7,179,8,11,-128
0601049110e7,49d50bb2200f,32,8,1,-59
0601049110e7,4a250e0260b5,384,8,54,-58
ffffffffffff,6ebb0e5230f4,70,0,1,-55
6ebb0e5230f4,0601049110e7,137,0,1,43
ffffffffffff,77d42b3aa034,259,8,1,-90
ffffffffffff,6ebb0e5230f4,70,0,1,-58
6ebb0e5230f4,0601049110e7,137,0,1,40
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,b46022bfd4c5,28,8,48,-58
0601049110e7,49d50bb2200f,32,8,1,-59
0601049110e7,49d50bb2200f,32,8,1,-59
ffffffffffff,6ebb0e5230f4,70,0,1,-55
6ebb0e5230f4,0601049110e7,137,0,1,41
ffffffffffff,0601049110e7,368,8,11,-128
ffffffffffff,0601049110e7,247,8,11,-128
ffffffffffff,6ebb0e5230f4,70,0,1,-56
6ebb0e5230f4,0601049110e7,137,0,1,41
ffffffffffff,6ebb0e5230f4,70,0,1,-61
6ebb0e5230f4,0601049110e7,137,0,1,39
ffffffffffff,6ebb0e5230f4,70,0,1,-62
6ebb0e5230f4,0601049110e7,137,0,1,37
0601049110e7,fec304e1705c,814,8,54,-56
0601049110e7,fec304e1705c,814,8,54,-55
fec304e1705c,0601049110e7,1544,8,24,41
0601049110e7,fec304e1705c,108,8,54,-55
0601049110e7,fec304e1705c,108,8,54,-55
fec304e1705c,0601049110e7,1544,8,18,41
ffffffffffff,0601049110e7,152,0,0,0
fec304e1705c,0601049110e7,1544,8,24,40
fec304e1705c,0601049110e7,1544,8,24,40
fec304e1705c,0601049110e7,1544,8,24,40
0601049110e7,fec304e1705c,108,8,54,-55
fec304e1705c,0601049110e7,886,8,18,41
fec304e1705c,0601049110e7,1544,8,24,40
fec304e1705c,0601049110e7,1544,8,24,38
0601049110e7,fec304e1705c,120,8,54,-56
fec304e1705c,0601049110e7,1544,8,18,40
0601049110e7,fec304e1705c,120,8,54,-56
fec304e1705c,0601049110e7,1544,8,18,41
0601049110e7,fec304e1705c,120,8,54,-56
0601049110e7,fec304e1705c,120,8,54,-55
fec304e1705c,0601049110e7,1544,8,12,41
0601049110e7,fec304e1705c,120,8,54,-55
fec304e1705c,0601049110e7,1544,8,11,40
0601049110e7,fec304e1705c,120,8,54,-55
fec304e1705c,0601049110e7,1544,8,18,41
0601049110e7,fec304e1705c,120,8,54,-57
fec304e1705c,0601049110e7,1544,8,12,43
0601049110e7,fec304e1705c,120,8,54,-55
0601049110e7,4a250e0260b5,120,8,54,-58
fec304e1705c,0601049110e7,1544,8,18,42
fec304e1705c,0601049110e7,1544,8,24,41
fec304e1705c,0601049110e7,1544,8,24,40
0601049110e7,fec304e1705c,120,8,54,-55
0601049110e7,fec304e1705c,120,8,54,-55
0601049110e7,fec304e1705c,120,8,54,-55
fec304e1705c,0601049110e7,1544,8,18,41
0601049110e7,fec304e1705c,120,8,54,-56
fec304e1705c,0601049110e7,1544,8,18,41
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,118,8,11,-128
4a253f0333bf,0601049110e7,104,8,11,-128
0601049110e7,875f8a570cd5,32,8,6,-43
0601049110e7,875f8a570cd5,32,8,6,-43
0601049110e7,5ffe420ebcb4,32,8,2,-56
ffffffffffff,77d42b3aa034,216,0,1,-89
4a253f0333bf,77d42b3aa034,116,8,1,-89
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,fec304e1705c,815,8,54,-55
0601049110e7,fec304e1705c,847,8,54,-56
0601049110e7,fec304e1705c,847,8,54,-56
fec304e1705c,0601049110e7,1544,8,12,41
0601049110e7,fec304e1705c,108,8,54,-56
0601049110e7,fec304e1705c,108,8,54,-55
0601049110e7,fec304e1705c,108,8,54,-55
0601049110e7,fec304e1705c,108,8,54,-56
0601049110e7,fec304e1705c,20,4,1,-56
0601049110e7,fec304e1705c,108,8,48,-55
0601049110e7,fec304e1705c,20,4,1,-56
0601049110e7,fec304e1705c,108,8,48,-56
fec304e1705c,0601049110e7,1544,8,12,41
0601049110e7,fec304e1705c,20,4,1,-56
0601049110e7,fec304e1705c,108,8,48,-55
fec304e1705c,0601049110e7,1544,8,18,41
0601049110e7,fec304e1705c,108,8,48,-57
fec304e1705c,0601049110e7,1544,8,12,43
0601049110e7,5ffe420ebcb4,116,8,11,-52
fec304e1705c,0601049110e7,1544,8,18,42
0601049110e7,fec304e1705c,108,8,48,-55
0601049110e7,fec304e1705c,108,8,48,-55
0601049110e7,fec304e1705c,108,8,48,-55
0601049110e7,fec304e1705c,108,8,48,-55
0601049110e7,fec304e1705c,20,4,1,-55
0601049110e7,fec304e1705c,108,8,36,-55
0601049110e7,fec304e1705c,20,4,1,-55
0601049110e7,fec304e1705c,108,8,36,-55
0601049110e7,fec304e1705c,20,4,1,-57
fec304e1705c,0601049110e7,1544,8,12,42
fec304e1705c,0601049110e7,1544,8,11,41
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,fec304e1705c,108,8,54,-57
0601049110e7,fec304e1705c,108,8,54,-56
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,fec304e1705c,108,8,48,-55
0601049110e7,fec304e1705c,108,8,48,-54
0601049110e7,fec304e1705c,108,8,48,-55
0601049110e7,fec304e1705c,108,8,48,-55
0601049110e7,fec304e1705c,20,4,1,-56
0601049110e7,fec304e1705c,108,8,36,-56
fec304e1705c,0601049110e7,1544,8,18,44
0601049110e7,fec304e1705c,20,4,1,-56
0601049110e7,fec304e1705c,108,8,36,-55
0601049110e7,5ffe420ebcb4,108,8,12,-55
0601049110e7,fec304e1705c,20,4,1,-53
0601049110e7,fec304e1705c,108,8,36,-55
0601049110e7,5ffe420ebcb4,299,8,11,-53
0601049110e7,fec304e1705c,20,4,1,-56
0601049110e7,fec304e1705c,108,8,36,-55
fec304e1705c,0601049110e7,1544,8,12,43
ffffffffffff,0601049110e7,152,0,0,0
fec304e1705c,0601049110e7,1544,8,18,42
0601049110e7,fec304e1705c,108,8,54,-56
0601049110e7,fec304e1705c,108,8,54,-56
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,b03c737e54d4,116,8,18,-47
fec304e1705c,0601049110e7,1544,8,18,42
0601049110e7,b03c737e54d4,116,8,18,-45
0601049110e7,b03c737e54d4,116,8,18,-46
0601049110e7,b03c737e54d4,116,8,18,-47
0601049110e7,b03c737e54d4,116,8,18,-47
0601049110e7,b03c737e54d4,116,8,54,-47
0601049110e7,efbc0d271c75,84,8,11,-60
0601049110e7,efbc0d271c75,84,8,11,-55
0601049110e7,efbc0d271c75,84,8,11,-58
0601049110e7,efbc0d271c75,84,8,2,-58
fec304e1705c,0601049110e7,1544,8,18,42
fec304e1705c,0601049110e7,1544,8,18,42
fec304e1705c,0601049110e7,1544,8,12,43
fec304e1705c,0601049110e7,1544,8,12,43
fec304e1705c,0601049110e7,1544,8,12,43
fec304e1705c,0601049110e7,1544,8,18,42
b03c737e54d4,0601049110e7,100,8,24,48
0601049110e7,b03c737e54d4,108,8,18,-47
0601049110e7,b03c737e54d4,960,8,18,-48
fec304e1705c,0601049110e7,1544,8,12,41
b03c737e54d4,0601049110e7,100,8,24,47
0601049110e7,b03c737e54d4,108,8,18,-48
ffffffffffff,0601049110e7,152,0,0,0
ffffffffffff,0601049110e7,180,8,11,-128
0601049110e7,5ffe420ebcb4,116,8,12,-55
0601049110e7,5ffe420ebcb4,116,8,11,-56
0601049110e7,8d6dc85854f0,32,8,6,-56
0601049110e7,8d6dc85854f0,32,8,6,-54
b03c737e54d4,0601049110e7,100,8,24,48
b03c737e54d4,0601049110e7,100,8,24,47
b03c737e54d4,0601049110e7,100,8,24,48
b03c737e54d4,0601049110e7,100,8,24,48
b03c737e54d4,0601049110e7,104,8,24,49
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,b03c737e54d4,108,8,18,-47
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,b03c737e54d4,108,8,48,-48
0601049110e7,b03c737e54d4,108,8,48,-47
0601049110e7,b03c737e54d4,108,8,48,-48
0601049110e7,b03c737e54d4,108,8,48,-49
0601049110e7,b03c737e54d4,108,8,48,-49
0601049110e7,b03c737e54d4,108,8,48,-48
0601049110e7,b03c737e54d4,108,8,18,-49
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,b03c737e54d4,108,8,18,-46
0601049110e7,b03c737e54d4,108,8,18,-47
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,b03c737e54d4,108,8,18,-49
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,b03c737e54d4,108,8,18,-47
0601049110e7,b03c737e54d4,108,8,18,-47
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,b03c737e54d4,108,8,18,-49
0601049110e7,b03c737e54d4,108,8,48,-49
0601049110e7,b03c737e54d4,108,8,18,-48
0601049110e7,fec304e1705c,108,8,54,-55
fec304e1705c,0601049110e7,1544,8,12,43
fec304e1705c,0601049110e7,1544,8,24,43
fec304e1705c,0601049110e7,1544,8,18,42
fec304e1705c,0601049110e7,1544,8,18,42
fec304e1705c,0601049110e7,1544,8,24,43
0601049110e7,fec304e1705c,108,8,54,-56
fec304e1705c,0601049110e7,1544,8,11,42
0601049110e7,fec304e1705c,108,8,54,-56
ffffffffffff,0601049110e7,152,0,0,0
fec304e1705c,0601049110e7,1544,8,12,43
fec304e1705c,0601049110e7,928,8,24,42
0601049110e7,fec304e1705c,108,8,54,-55
0601049110e7,5ffe420ebcb4,299,8,12,-57
0601049110e7,d97b6dd360cd,32,8,6,-55
fec304e1705c,0601049110e7,1544,8,18,43
0601049110e7,5ffe420ebcb4,299,8,11,-55
ffffffffffff,0601049110e7,86,8,11,-128
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,fec304e1705c,108,8,54,-57
96e6224fd415,0a3204a11077,20,4,1,-73
fec304e1705c,0601049110e7,1544,8,11,42
fec304e1705c,0601049110e7,1544,8,24,43
0601049110e7,fec304e1705c,108,8,54,-55
0601049110e7,fec304e1705c,831,8,54,-54
0601049110e7,fec304e1705c,831,8,54,-54
fec304e1705c,0601049110e7,280,8,18,42
fec304e1705c,0601049110e7,1544,8,18,42
fec304e1705c,0601049110e7,1544,8,24,42
0601049110e7,fec304e1705c,108,8,54,-54
fec304e1705c,0601049110e7,1544,8,24,43
0601049110e7,fec304e1705c,108,8,54,-55
fec304e1705c,0601049110e7,1544,8,18,42
fec304e1705c,0601049110e7,498,8,24,42
0601049110e7,fec304e1705c,786,8,54,-54
0601049110e7,fec304e1705c,786,8,54,-56
fec304e1705c,0601049110e7,1544,8,24,41
0601049110e7,fec304e1705c,108,8,54,-55
fec304e1705c,0601049110e7,124,8,24,40
0601049110e7,b03c737e54d4,116,8,54,-49
0601049110e7,b03c737e54d4,116,8,54,-48
0601049110e7,b03c737e54d4,116,8,54,-48
0601049110e7,b03c737e54d4,116,8,54,-48
0601049110e7,b03c737e54d4,116,8,54,-47
b03c737e54d4,0601049110e7,100,8,24,46
0601049110e7,b03c737e54d4,108,8,54,-50
b03c737e54d4,0601049110e7,100,8,24,45
b03c737e54d4,0601049110e7,100,8,24,46
b03c737e54d4,0601049110e7,100,8,24,45
0601049110e7,b03c737e54d4,108,8,54,-49
b03c737e54d4,0601049110e7,100,8,24,46
0601049110e7,b03c737e54d4,108,8,54,-50
0601049110e7,b03c737e54d4,108,8,54,-50
0601049110e7,b03c737e54d4,108,8,54,-50
0601049110e7,fec304e1705c,116,8,54,-55
ffffffffffff,0601049110e7,152,0,0,0
0601049110e7,b46022bfd4c5,28,8,48,-60
0601049110e7,b46022bfd4c5,28,8,48,-58
ffffffffffff,0601049110e7,86,8,11,-128
0601049110e7,fec304e1705c,84,8,54,-54
0601049110e7,b46022bfd4c5,28,8,48,-58
0601049110e7,b46022bfd4c5,28,8,48,-58
0601049110e7,b46022bfd4c5,28,8,48,-57
0601049110e7,b46022bfd4c5,28,8,48,-58
fec304e1705c,0601049110e7,120,8,24,43
0601049110e7,fec304e1705c,116,8,54,-56
0601049110e7,b46022bfd4c5,84,8,48,-58
0601049110e7,b46022bfd4c5,84,8,48,-57
b46022bfd4c5,0601049110e7,90,8,12,42
0601049110e7,b03c737e54d4,960,8,54,-47
0601049110e7,d97b6dd360cd,123,8,12,-53
0601049110e7,d97b6dd360cd,123,8,11,-51
0601049110e7,d97b6dd360cd,123,8,9,-53
0601049110e7,d97b6dd360cd,123,8,6,-52
0601049110e7,fec304e1705c,869,8,54,-55
ffffffffffff,0601049110e7,152,0,0,0
fec304e1705c,0601049110e7,96,8,24,37
