rx,tx,len,type,rateMbps,rssi
f162c90464a1,0a3204a11077,1544,8,2,53
0a3204a11077,7b376686c0e6,120,8,6,-49
0a3204a11077,3ced08a220a6,108,8,5,-42
3ced08a220a6,0a3204a11077,1544,8,5,47
0a3204a11077,3ced08a220a6,108,8,5,-42
167078cdd840,0a3204a11077,123,8,5,54
0a3204a11077,167078cdd840,116,8,36,-46
0a3204a11077,02a9718f10aa,108,8,2,-49
0a3204a11077,3ced08a220a6,108,8,5,-41
0a3204a11077,02a9718f10aa,108,8,2,-44
0a3204a11077,c95e718f10ea,108,8,18,-44
c00030033300,fc79ea546019,230,8,1,-65
02a9718f10aa,0a3204a11077,1544,8,1,53
0a3204a11077,7b376686c0e6,116,8,11,-49
ffffffffffff,0a3204a11077,155,0,0,0
0a3204a11077,73dfb6185cb5,108,8,9,-57
73dfb6185cb5,0a3204a11077,104,8,2,52
0a3204a11077,7b376686c0e6,116,8,9,-56
0a3204a11077,8bc8280160dd,120,8,11,-62
8bc8280160dd,0a3204a11077,1544,8,5,51
a77008a22036,0a3204a11077,1544,8,5,54
0a3204a11077,993d90d2ac27,116,8,2,-48
0a3204a11077,a77008a22036,108,8,2,-46
0a3204a11077,73dfb6185cb5,108,8,9,-58
0a3204a11077,a77008a22036,108,8,2,-47
c00030033300,0a3204a11077,234,8,11,-128
0a3204a11077,73dfb6185cb5,108,8,1,-62
0a3204a11077,a77008a22036,108,8,2,-48
860378b2f4e6,0a3204a11077,1544,8,2,53
0a3204a11077,a77008a22036,108,8,1,-49
0a3204a11077,a77008a22036,108,8,1,-50
9fe4f2eb744e,0a3204a11077,1544,8,5,52
c95e718f10ea,0a3204a11077,1544,8,5,53
0a3204a11077,860378b2f4e6,108,8,9,-49
7b376686c0e6,0a3204a11077,1544,8,5,54
0a3204a11077,f162c90464a1,120,8,11,-47
0a3204a11077,f162c90464a1,120,8,11,-46
0a3204a11077,f162c90464a1,120,8,11,-47
f162c90464a1,0a3204a11077,1544,8,2,56
0a3204a11077,7b376686c0e6,116,8,5,-57
0a3204a11077,f162c90464a1,120,8,2,-47
0a3204a11077,f162c90464a1,120,8,2,-44
0a3204a11077,3ced08a220a6,108,8,5,-43
0a3204a11077,3ced08a220a6,108,8,5,-41
3ced08a220a6,0a3204a11077,1544,8,2,57
0a3204a11077,73dfb6185cb5,108,8,11,-61
0a3204a11077,73dfb6185cb5,108,8,11,-64
0a3204a11077,167078cdd840,116,8,36,-44
0a3204a11077,3ced08a220a6,108,8,5,-42
0a3204a11077,3ced08a220a6,108,8,1,-44
167078cdd840,0a3204a11077,123,8,1,52
49dc042170bc,0a3204a11077,96,8,1,52
0a3204a11077,73dfb6185cb5,108,8,11,-63
d69712be28cc,0a3204a11077,90,8,5,55
73dfb6185cb5,0a3204a11077,96,8,2,50
8bc8280160dd,0a3204a11077,1544,8,5,50
0a3204a11077,993d90d2ac27,108,8,2,-51
0a3204a11077,993d90d2ac27,684,8,2,-46
0a3204a11077,8bc8280160dd,120,8,5,-63
0a3204a11077,d69712be28cc,96,8,5,-45
0a3204a11077,73dfb6185cb5,108,8,9,-60
0a3204a11077,d69712be28cc,189,8,5,-44
0a3204a11077,7b376686c0e6,116,8,2,-49
0a3204a11077,73dfb6185cb5,108,8,9,-60
993d90d2ac27,0a3204a11077,104,8,1,52
ffffffffffff,0a3204a11077,155,0,0,0
0a3204a11077,a77008a22036,120,8,2,-49
a77008a22036,0a3204a11077,1544,8,2,54
0a3204a11077,a77008a22036,120,8,2,-51
860378b2f4e6,0a3204a11077,104,8,5,53
0a3204a11077,a77008a22036,120,8,2,-51
0a3204a11077,9fe4f2eb744e,96,8,11,-52
0a3204a11077,9fe4f2eb744e,96,8,11,-51
9fe4f2eb744e,0a3204a11077,1256,8,2,53
0a3204a11077,02a9718f10aa,108,8,2,-46
02a9718f10aa,0a3204a11077,1544,8,2,53
0a3204a11077,73dfb6185cb5,108,8,9,-62
0a3204a11077,c95e718f10ea,108,8,18,-44
0a3204a11077,0c456dd3601d,32,8,6,-59
0a3204a11077,0c456dd3601d,32,8,6,-59
0a3204a11077,0c456dd3601d,32,8,6,-56
0a3204a11077,0c456dd3601d,32,8,6,-57
0a3204a11077,167078cdd840,116,8,36,-47
c95e718f10ea,0a3204a11077,1544,8,1,52
7b376686c0e6,0a3204a11077,1544,8,5,55
0a3204a11077,73dfb6185cb5,108,8,9,-64
0a3204a11077,f162c90464a1,120,8,11,-46
0a3204a11077,f162c90464a1,120,8,11,-49
0a3204a11077,f162c90464a1,120,8,11,-52
f162c90464a1,0a3204a11077,1544,8,2,49
0a3204a11077,f162c90464a1,120,8,2,-51
0a3204a11077,3ced08a220a6,108,8,5,-42
3ced08a220a6,0a3204a11077,1544,8,5,53
0a3204a11077,73dfb6185cb5,108,8,1,-60
0a3204a11077,3ced08a220a6,108,8,5,-44
ffffffffffff,0a3204a11077,155,0,0,0
cccc0cc001c0,fc79ea546019,177,8,1,-66
0a3204a11077,167078cdd840,116,8,36,-42
0a3204a11077,73dfb6185cb5,108,8,1,-60
0a3204a11077,167078cdd840,96,8,36,-42
0a3204a11077,167078cdd840,96,8,36,-42
167078cdd840,0a3204a11077,90,8,2,55
0a3204a11077,02a9718f10aa,108,8,2,-45
cccc0cc001c0,0a3204a11077,181,8,11,-128
cccc0cc001c0,0a3204a11077,181,8,11,-128
0a3204a11077,7b376686c0e6,116,8,1,-47
49dc042170bc,0a3204a11077,96,8,1,51
0a3204a11077,7b376686c0e6,116,8,11,-48
73dfb6185cb5,0a3204a11077,310,8,5,49
8bc8280160dd,0a3204a11077,1544,8,5,45
0a3204a11077,8bc8280160dd,120,8,11,-61
0a3204a11077,993d90d2ac27,1556,8,2,-47
0a3204a11077,993d90d2ac27,150,8,2,-46
993d90d2ac27,0a3204a11077,104,8,2,53
0a3204a11077,8bc8280160dd,120,8,5,-61
0a3204a11077,7b376686c0e6,120,8,11,-51
0a3204a11077,7b376686c0e6,120,8,9,-56
0a3204a11077,a77008a22036,120,8,2,-47
0a3204a11077,a77008a22036,120,8,2,-47
0a3204a11077,7b376686c0e6,120,8,6,-52
ffffffffffff,fc79ea546019,82,8,1,-64
0a3204a11077,73dfb6185cb5,96,8,9,-61
0a3204a11077,860378b2f4e6,96,8,9,-52
ffffffffffff,fc79ea546019,82,8,1,-63
0a3204a11077,860378b2f4e6,96,8,9,-48
0a3204a11077,860378b2f4e6,1428,8,9,-48
a77008a22036,0a3204a11077,1544,8,1,54
0a3204a11077,860378b2f4e6,1428,8,9,-51
0a3204a11077,860378b2f4e6,96,8,9,-45
0a3204a11077,7b376686c0e6,120,8,5,-56
0a3204a11077,d69712be28cc,28,8,11,-46
0a3204a11077,d69712be28cc,28,8,11,-44
860378b2f4e6,0a3204a11077,90,8,1,53
0a3204a11077,9fe4f2eb744e,96,8,11,-44
9fe4f2eb744e,0a3204a11077,90,8,5,48
0a3204a11077,9fe4f2eb744e,96,8,11,-45
0a3204a11077,9fe4f2eb744e,96,8,11,-45
0a3204a11077,02a9718f10aa,108,8,2,-43
0a3204a11077,9fe4f2eb744e,96,8,2,-42
ffffffffffff,0a3204a11077,155,0,0,0
0a3204a11077,9fe4f2eb744e,96,8,2,-46
0a3204a11077,d69712be28cc,28,8,11,-43
0a3204a11077,9fe4f2eb744e,96,8,2,-48
0a3204a11077,9fe4f2eb744e,96,8,2,-44
0a3204a11077,7b376686c0e6,120,8,2,-45
0a3204a11077,7b376686c0e6,120,8,11,-47
ffffffffffff,0a3204a11077,86,8,11,-128
201030033300,0a3204a11077,178,8,11,-128
0a3204a11077,7b376686c0e6,120,8,9,-54
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,7b376686c0e6,120,8,6,-46
ffffffffffff,0a3204a11077,86,8,11,-128
02a9718f10aa,0a3204a11077,1544,8,2,50
c95e718f10ea,0a3204a11077,1544,8,5,57
d69712be28cc,0a3204a11077,90,8,5,50
0a3204a11077,7b376686c0e6,120,8,5,-52
0a3204a11077,7b376686c0e6,116,8,11,-46
0a3204a11077,7b376686c0e6,116,8,6,-49
7b376686c0e6,0a3204a11077,1544,8,5,53
0a3204a11077,7b376686c0e6,116,8,9,-59
0a3204a11077,f162c90464a1,120,8,5,-48
0a3204a11077,f162c90464a1,120,8,5,-52
f162c90464a1,0a3204a11077,1544,8,2,53
0a3204a11077,7b376686c0e6,120,8,11,-49
0a3204a11077,3ced08a220a6,108,8,5,-42
3ced08a220a6,0a3204a11077,1544,8,5,45
0a3204a11077,3ced08a220a6,108,8,5,-42
195c0d0230e4,0a3204a11077,96,8,2,52
0a3204a11077,3ced08a220a6,108,8,1,-42
0a3204a11077,195c0d0230e4,108,8,54,-52
167078cdd840,0a3204a11077,90,8,5,56
0a3204a11077,167078cdd840,96,8,36,-42
73dfb6185cb5,0a3204a11077,104,8,5,46
0a3204a11077,73dfb6185cb5,108,8,9,-58
8bc8280160dd,0a3204a11077,1544,8,5,50
0a3204a11077,8bc8280160dd,108,8,11,-61
0a3204a11077,8bc8280160dd,108,8,5,-60
93ea1453ecf8,0a3204a11077,104,8,2,53
0a3204a11077,73dfb6185cb5,108,8,9,-57
993d90d2ac27,0a3204a11077,96,8,5,52
0a3204a11077,93ea1453ecf8,108,8,9,-61
a77008a22036,0a3204a11077,1544,8,5,50
0a3204a11077,a77008a22036,120,8,2,-48
860378b2f4e6,0a3204a11077,90,8,5,54
0a3204a11077,9fe4f2eb744e,96,8,11,-41
9fe4f2eb744e,0a3204a11077,90,8,5,53
0a3204a11077,73dfb6185cb5,108,8,9,-59
0a3204a11077,9fe4f2eb744e,96,8,11,-43
0a3204a11077,a77008a22036,120,8,2,-46
0a3204a11077,9fe4f2eb744e,96,8,2,-44
cccc0cc001c0,fc79ea546019,405,8,1,-68
ffffffffffff,0a3204a11077,155,0,0,0
c00f0e000105,fc79ea546019,82,8,1,-64
ffffffffffff,0a3204a11077,86,8,11,-128
c00f0e000105,fc79ea546019,82,8,1,-68
ffffffffffff,0a3204a11077,86,8,11,-128
301030033300,fc79ea546019,111,8,1,-66
cccc0cc001c0,0a3204a11077,409,8,11,-128
c00f0e000105,fc79ea546019,91,8,1,-67
301030033300,0a3204a11077,112,8,11,-128
c00f0e000105,0a3204a11077,86,8,11,-128
ffffffffffff,fc79ea546019,82,8,1,-63
ffffffffffff,0a3204a11077,86,8,11,-128
301030033300,0a3204a11077,115,8,11,-128
ffffffffffff,0a3204a11077,118,8,11,-128
c00f0e000105,0a3204a11077,95,8,11,-128
0a3204a11077,73dfb6185cb5,108,8,2,-61
02a9718f10aa,0a3204a11077,1544,8,1,54
0a3204a11077,73dfb6185cb5,108,8,1,-58
0a3204a11077,195c0d0230e4,84,8,54,-50
ffffffffffff,0a3204a11077,155,0,0,0
0a3204a11077,c95e718f10ea,108,8,18,-46
c95e718f10ea,0a3204a11077,1544,8,1,55
ffffffffffff,0a3204a11077,86,8,11,-128
ffffffffffff,0a3204a11077,190,8,11,-128
ffffffffffff,0a3204a11077,190,8,11,-128
301030033300,0a3204a11077,115,8,11,-128
0a3204a11077,a369c90464f1,28,8,1,-49
c00f0e000105,0a3204a11077,95,8,11,-128
c00f0e000105,fc79ea546019,91,8,1,-68
d69712be28cc,0a3204a11077,1544,8,11,52
0a3204a11077,7b376686c0e6,120,8,11,-50
7b376686c0e6,0a3204a11077,1544,8,2,52
f162c90464a1,0a3204a11077,1544,8,5,53
3ced08a220a6,0a3204a11077,1544,8,5,52
0a3204a11077,3ced08a220a6,108,8,5,-45
0a3204a11077,7b376686c0e6,120,8,9,-59
0a3204a11077,167078cdd840,84,8,36,-46
0a3204a11077,3ced08a220a6,108,8,5,-42
167078cdd840,0a3204a11077,124,8,2,51
0a3204a11077,73dfb6185cb5,108,8,9,-58
0a3204a11077,7b376686c0e6,120,8,6,-47
73dfb6185cb5,0a3204a11077,104,8,5,54
ffffffffffff,fc79ea546019,82,8,1,-65
0a3204a11077,3ced08a220a6,108,8,1,-42
8bc8280160dd,0a3204a11077,1544,8,11,52
993d90d2ac27,0a3204a11077,681,8,5,50
0a3204a11077,8bc8280160dd,120,8,11,-59
0a3204a11077,993d90d2ac27,686,8,2,-48
a77008a22036,0a3204a11077,1544,8,2,54
0a3204a11077,a77008a22036,120,8,2,-46
0a3204a11077,993d90d2ac27,116,8,2,-52
0a3204a11077,8bc8280160dd,120,8,5,-58
0a3204a11077,860378b2f4e6,96,8,12,-47
860378b2f4e6,0a3204a11077,1544,8,2,54
0a3204a11077,73dfb6185cb5,108,8,11,-60
195c0d0230e4,0a3204a11077,96,8,5,54
9fe4f2eb744e,0a3204a11077,90,8,5,53
ffffffffffff,0a3204a11077,153,0,0,0
02a9718f10aa,0a3204a11077,1544,8,5,51
0a3204a11077,8bc8280160dd,120,8,5,-57
c95e718f10ea,0a3204a11077,1544,8,5,50
d69712be28cc,0a3204a11077,1544,8,11,55
0a3204a11077,73dfb6185cb5,108,8,11,-60
ffffffffffff,0a3204a11077,68,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,73dfb6185cb5,108,8,11,-58
0a3204a11077,7b376686c0e6,120,8,11,-47
0a3204a11077,73dfb6185cb5,108,8,2,-61
7b376686c0e6,0a3204a11077,1544,8,2,50
0a3204a11077,f162c90464a1,120,8,5,-49
f162c90464a1,0a3204a11077,1544,8,5,51
0a3204a11077,3ced08a220a6,108,8,5,-42
3ced08a220a6,0a3204a11077,1544,8,2,51
0a3204a11077,167078cdd840,96,8,36,-46
167078cdd840,0a3204a11077,90,8,2,53
73dfb6185cb5,0a3204a11077,96,8,5,54
d090b7277cb3,0a3204a11077,90,8,1,52
ffffffffffff,fc79ea546019,91,0,1,-64
0a3204a11077,167078cdd840,244,8,36,-45
a369c90464f1,0a3204a11077,1544,8,5,52
0a3204a11077,8bc8280160dd,108,8,5,-60
8bc8280160dd,0a3204a11077,1544,8,5,54
e65a2b5aa0d4,d91371a56068,20,4,24,-76
e65a2b5aa0d4,d91371a56068,108,8,0,-74
d91371a56068,e65a2b5aa0d4,32,4,24,-73
993d90d2ac27,0a3204a11077,96,8,2,51
0a3204a11077,a77008a22036,120,8,2,-46
0a3204a11077,d090b7277cb3,32,8,2,-65
0a3204a11077,d090b7277cb3,32,8,2,-66
a77008a22036,0a3204a11077,1544,8,2,55
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,860378b2f4e6,96,8,9,-47
afff0e7001f5,0a3204a11077,201,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
860378b2f4e6,0a3204a11077,1544,8,2,54
0a3204a11077,93ea1453ecf8,468,8,9,-60
0a3204a11077,93ea1453ecf8,468,8,9,-61
195c0d0230e4,0a3204a11077,90,8,2,55
00000208010c,fc79ea546019,74,8,1,-67
0a3204a11077,02a9718f10aa,108,8,2,-48
0a3204a11077,02a9718f10aa,108,8,2,-46
02a9718f10aa,0a3204a11077,1544,8,2,55
0a3204a11077,993d90d2ac27,116,8,2,-48
c95e718f10ea,0a3204a11077,1544,8,5,57
0a3204a11077,02a9718f10aa,108,8,2,-47
c00f0e000105,fc79ea546019,82,8,1,-66
d69712be28cc,0a3204a11077,501,8,11,49
0a3204a11077,7b376686c0e6,120,8,11,-45
0a3204a11077,7b376686c0e6,120,8,9,-54
7b376686c0e6,0a3204a11077,1544,8,2,53
f162c90464a1,0a3204a11077,1544,8,5,52
0a3204a11077,f162c90464a1,120,8,5,-46
0a3204a11077,3ced08a220a6,108,8,5,-45
301030033300,fc79ea546019,108,8,1,-64
3ced08a220a6,0a3204a11077,1544,8,2,54
20000e000105,fc79ea546019,82,8,1,-67
301030033300,fc79ea546019,108,8,1,-65
c00f0e000105,fc79ea546019,82,8,1,-64
0a3204a11077,167078cdd840,96,8,36,-41
ffffffffffff,0a3204a11077,153,0,0,0
167078cdd840,0a3204a11077,1544,8,2,56
0a3204a11077,993d90d2ac27,116,8,2,-48
c00f0e000105,0a3204a11077,86,8,11,-128
301030033300,0a3204a11077,112,8,11,-128
301030033300,fc79ea546019,111,8,1,-67
200030033300,0a3204a11077,112,8,11,-128
20000e000105,0a3204a11077,86,8,11,-128
0a3204a11077,167078cdd840,120,8,36,-41
301030033300,0a3204a11077,112,8,11,-128
c00f0e000105,0a3204a11077,86,8,11,-128
301030033300,0a3204a11077,115,8,11,-128
c00f0e000105,0a3204a11077,95,8,11,-128
ffffffffffff,fc79ea546019,82,8,1,-67
ffffffffffff,0a3204a11077,86,8,11,-128
ffffffffffff,fc79ea546019,114,8,1,-63
73dfb6185cb5,0a3204a11077,310,8,5,50
93ea1453ecf8,0a3204a11077,96,8,5,53
0a3204a11077,3ced08a220a6,116,8,5,-43
0a3204a11077,93ea1453ecf8,108,8,9,-61
0a3204a11077,8bc8280160dd,108,8,11,-59
8bc8280160dd,0a3204a11077,1544,8,11,37
0a3204a11077,3ced08a220a6,116,8,5,-43
0a3204a11077,8bc8280160dd,108,8,5,-56
0a3204a11077,3ced08a220a6,116,8,5,-45
0a3204a11077,93ea1453ecf8,108,8,9,-59
0a3204a11077,8bc8280160dd,108,8,5,-58
0a3204a11077,02a9718f10aa,108,8,1,-43
0a3204a11077,93ea1453ecf8,108,8,9,-59
993d90d2ac27,0a3204a11077,96,8,1,53
a77008a22036,0a3204a11077,1544,8,5,47
860378b2f4e6,0a3204a11077,1544,8,5,51
0a3204a11077,49dc042170bc,108,8,54,-53
0a3204a11077,49dc042170bc,108,8,54,-54
02a9718f10aa,0a3204a11077,1544,8,5,55
