rx,tx,len,type,rateMbps,rssi
195c0d0230e4,0a3204a11077,175,8,1,56
0a3204a11077,d10a78ddd830,108,8,18,-55
0a3204a11077,46c40151b0fb,108,8,1,-53
0a3204a11077,ac5806660c77,129,8,48,-48
d69712be28cc,0a3204a11077,175,8,1,56
0a3204a11077,ac5806660c77,129,8,1,-50
8bc8280160dd,0a3204a11077,175,8,1,53
0a3204a11077,ac5806660c77,129,8,1,-53
0a3204a11077,ac5806660c77,129,8,1,-48
0a3204a11077,ac5806660c77,374,8,48,-50
f162c90464a1,0a3204a11077,175,8,1,57
0a3204a11077,f162c90464a1,28,8,1,-44
0a3204a11077,f162c90464a1,155,8,1,-46
0a3204a11077,8bc8280160dd,155,8,1,-56
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,ac5806660c77,374,8,1,-51
0a3204a11077,d69712be28cc,155,8,1,-45
0a3204a11077,46c40151b0fb,108,8,48,-52
0a3204a11077,d10a78ddd830,108,8,18,-53
0a3204a11077,49dc042170bc,120,8,54,-49
0a3204a11077,73dfb6185cb5,155,8,9,-65
46c40151b0fb,0a3204a11077,104,8,2,52
b00f0e000105,fc79ea546019,109,8,1,-67
0a3204a11077,d090b7277cb3,155,8,12,-57
a77008a22036,0a3204a11077,1544,8,11,50
0a3204a11077,d10a78ddd830,108,8,18,-56
d090b7277cb3,0a3204a11077,631,8,5,51
0a3204a11077,a77008a22036,120,8,1,-50
b00f30033300,0a3204a11077,127,8,11,-128
0a3204a11077,23210a2220af,32,8,1,-54
0a3204a11077,46c40151b0fb,108,8,48,-49
0a3204a11077,96e6224fd415,108,8,11,-59
0a3204a11077,d10a78ddd830,108,8,18,-54
b00f0e000105,0a3204a11077,250,8,11,-128
0a3204a11077,96e6224fd415,108,8,11,-59
b00f0e000105,fc79ea546019,164,8,1,-66
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,96e6224fd415,108,8,11,-58
e65a2b5aa0d4,d91371a56068,20,4,24,-76
b00f0e000105,fc79ea546019,354,8,1,-65
b00f0e000105,0a3204a11077,113,8,11,-128
0a3204a11077,46c40151b0fb,108,8,48,-49
b00f0e000105,0a3204a11077,168,8,11,-128
ffffffffffff,23210a2220af,85,0,1,-53
b00f0e000105,fc79ea546019,164,8,1,-67
b00f0e000105,0a3204a11077,358,8,11,-128
b00f0e000105,0a3204a11077,168,8,11,-128
0a3204a11077,d090b7277cb3,155,8,11,-57
0a3204a11077,d090b7277cb3,155,8,9,-58
23210a2220af,0a3204a11077,138,0,1,55
0a3204a11077,d090b7277cb3,155,8,6,-61
93ea1453ecf8,0a3204a11077,1544,8,11,56
0a3204a11077,93ea1453ecf8,136,8,9,-60
8bc8280160dd,0a3204a11077,96,8,5,52
860378b2f4e6,0a3204a11077,90,8,5,53
0a3204a11077,8bc8280160dd,108,8,2,-54
d10a78ddd830,0a3204a11077,1544,8,2,54
0a3204a11077,d090b7277cb3,155,8,5,-58
96e6224fd415,0a3204a11077,1544,8,5,56
0a3204a11077,96e6224fd415,108,8,11,-53
0a3204a11077,d090b7277cb3,155,8,2,-59
73dfb6185cb5,0a3204a11077,96,8,11,55
0a3204a11077,d10a78ddd830,108,8,24,-54
7b376686c0e6,0a3204a11077,1544,8,5,52
deb109bed87b,0a3204a11077,104,8,5,52
a369c90464f1,0a3204a11077,1544,8,11,52
c95e718f10ea,0a3204a11077,1544,8,2,55
02a9718f10aa,0a3204a11077,1544,8,5,56
f162c90464a1,0a3204a11077,1544,8,5,45
0a3204a11077,0c456dd3601d,32,8,6,-58
167078cdd840,0a3204a11077,90,8,5,55
49dc042170bc,0a3204a11077,1544,8,5,47
0a3204a11077,23210a2220af,32,8,1,-55
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,ac5806660c77,120,8,48,-52
0a3204a11077,f162c90464a1,108,8,1,-50
0a3204a11077,a77008a22036,119,8,1,-50
0a3204a11077,ac5806660c77,120,8,1,-52
46c40151b0fb,0a3204a11077,1544,8,2,52
0a3204a11077,96e6224fd415,108,8,11,-52
b00f0e000105,0a3204a11077,1470,8,11,-128
b00f0e000105,0a3204a11077,1349,8,11,-128
b00f0e000105,0a3204a11077,753,8,11,-128
b00f0e000105,0a3204a11077,168,8,11,-128
b00f0e000105,0a3204a11077,168,8,11,-128
b00f0e000105,0a3204a11077,169,8,11,-128
0a3204a11077,d090b7277cb3,108,8,12,-63
ffffffffffff,0a3204a11077,68,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
b00f0e000105,0a3204a11077,683,8,11,-128
b00f0e000105,0a3204a11077,695,8,11,-128
0a3204a11077,96e6224fd415,108,8,11,-54
b00f0e000105,0a3204a11077,168,8,11,-128
b00f0e000105,0a3204a11077,917,8,11,-128
b00f0e000105,0a3204a11077,168,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
b00f30033300,0a3204a11077,246,8,11,-128
0a3204a11077,96e6224fd415,108,8,12,-50
ffffffffffff,0a3204a11077,118,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
b00f0e000105,fc79ea546019,164,8,1,-67
0a3204a11077,96e6224fd415,108,8,12,-52
a77008a22036,0a3204a11077,1544,8,11,53
93ea1453ecf8,0a3204a11077,1544,8,11,45
8bc8280160dd,0a3204a11077,1544,8,11,54
0a3204a11077,8bc8280160dd,120,8,2,-58
0a3204a11077,deb109bed87b,108,8,24,-47
0a3204a11077,860378b2f4e6,96,8,6,-47
0a3204a11077,d10a78ddd830,108,8,24,-54
860378b2f4e6,0a3204a11077,1544,8,2,55
0a3204a11077,deb109bed87b,108,8,1,-47
0a3204a11077,deb109bed87b,436,8,1,-42
ffffffffffff,fc79ea546019,82,8,1,-66
0a3204a11077,195c0d0230e4,155,8,36,-53
d10a78ddd830,0a3204a11077,1544,8,2,52
ffffffffffff,fc79ea546019,82,8,1,-67
96e6224fd415,0a3204a11077,1544,8,5,46
0a3204a11077,96e6224fd415,108,8,12,-53
73dfb6185cb5,0a3204a11077,310,8,11,52
0a3204a11077,deb109bed87b,436,8,11,-47
0a3204a11077,73dfb6185cb5,108,8,9,-61
0a3204a11077,deb109bed87b,436,8,11,-50
0a3204a11077,7b376686c0e6,108,8,6,-51
b00f0e000105,fc79ea546019,679,8,1,-69
0a3204a11077,ac5806660c77,374,8,36,-48
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,deb109bed87b,436,8,1,-50
0a3204a11077,ac5806660c77,374,8,36,-48
7b376686c0e6,0a3204a11077,1544,8,2,57
0a3204a11077,ac5806660c77,374,8,36,-50
ac583f63337f,0a3204a11077,104,8,11,-128
0a3204a11077,23210a2220af,32,8,1,-55
0a3204a11077,ac5806660c77,374,8,1,-50
0a3204a11077,d10a78ddd830,108,8,24,-57
600130033300,0a3204a11077,116,8,11,-128
ffffffffffff,0a3204a11077,368,8,11,-128
00000208010c,0a3204a11077,78,8,11,-128
b00f0e000105,0a3204a11077,358,8,11,-128
deb109bed87b,0a3204a11077,104,8,5,54
a369c90464f1,0a3204a11077,1544,8,12,54
0a3204a11077,deb109bed87b,108,8,1,-49
b00f0e000105,fc79ea546019,913,8,1,-70
c95e718f10ea,0a3204a11077,1544,8,2,56
b00f0e000105,fc79ea546019,164,8,1,-67
ffffffffffff,fc79ea546019,91,0,1,-68
0a3204a11077,9fe4f2eb744e,116,8,5,-45
b00f30033300,fc79ea546019,242,8,1,-67
0a3204a11077,96e6224fd415,108,8,11,-57
02a9718f10aa,0a3204a11077,1544,8,1,56
f162c90464a1,0a3204a11077,1544,8,5,51
ffffffffffff,fc79ea546019,114,8,1,-68
0a3204a11077,f162c90464a1,108,8,1,-49
0a3204a11077,d10a78ddd830,108,8,24,-57
0a3204a11077,96e6224fd415,108,8,11,-58
ffffffffffff,fc79ea546019,82,8,1,-66
167078cdd840,0a3204a11077,90,8,2,56
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,49dc042170bc,120,8,54,-49
49dc042170bc,0a3204a11077,1544,8,5,53
0a3204a11077,96e6224fd415,108,8,11,-58
0a3204a11077,d10a78ddd830,108,8,24,-52
46c40151b0fb,0a3204a11077,1544,8,5,54
0a3204a11077,46c40151b0fb,108,8,48,-49
0a3204a11077,d10a78ddd830,108,8,18,-54
0a3204a11077,a77008a22036,96,8,1,-54
0a3204a11077,a77008a22036,96,8,1,-52
0a3204a11077,a369c90464f1,28,8,1,-50
0a3204a11077,49dc042170bc,120,8,54,-48
0a3204a11077,d10a78ddd830,108,8,18,-51
ffffffffffff,0a3204a11077,86,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
201030033300,0a3204a11077,182,8,11,-128
0a3204a11077,d10a78ddd830,108,8,18,-53
0a3204a11077,a77008a22036,116,8,1,-50
a77008a22036,0a3204a11077,1321,8,5,56
0a3204a11077,93ea1453ecf8,136,8,9,-60
0a3204a11077,46c40151b0fb,108,8,48,-49
0a3204a11077,93ea1453ecf8,136,8,9,-59
0a3204a11077,d10a78ddd830,108,8,18,-54
0a3204a11077,93ea1453ecf8,136,8,9,-59
0a3204a11077,d10a78ddd830,108,8,18,-54
93ea1453ecf8,0a3204a11077,1544,8,5,54
0a3204a11077,46c40151b0fb,108,8,48,-48
8bc8280160dd,0a3204a11077,1544,8,11,57
600130033300,fc79ea546019,112,8,1,-67
0a3204a11077,8bc8280160dd,120,8,5,-55
0a3204a11077,860378b2f4e6,96,8,6,-42
0a3204a11077,8bc8280160dd,120,8,2,-57
860378b2f4e6,0a3204a11077,1544,8,5,56
d10a78ddd830,0a3204a11077,1544,8,5,49
96e6224fd415,0a3204a11077,90,8,11,52
73dfb6185cb5,0a3204a11077,96,8,11,54
7b376686c0e6,0a3204a11077,1544,8,5,52
0a3204a11077,73dfb6185cb5,120,8,9,-61
b00f0e000105,fc79ea546019,354,8,1,-69
0a3204a11077,deb109bed87b,108,8,1,-51
0a3204a11077,deb109bed87b,437,8,1,-48
0a3204a11077,02a9718f10aa,108,8,36,-39
deb109bed87b,0a3204a11077,104,8,5,55
0a3204a11077,93ea1453ecf8,136,8,9,-59
0a3204a11077,a369c90464f1,120,8,2,-51
0a3204a11077,a369c90464f1,28,8,1,-50
ffffffffffff,fc79ea546019,91,0,1,-67
0a3204a11077,93ea1453ecf8,136,8,1,-58
a369c90464f1,0a3204a11077,1544,8,11,53
0a3204a11077,96e6224fd415,108,8,11,-54
0a3204a11077,02a9718f10aa,108,8,36,-38
0a3204a11077,96e6224fd415,108,8,11,-54
0a3204a11077,ac5806660c77,132,8,36,-47
0a3204a11077,d10a78ddd830,108,8,18,-57
0a3204a11077,ac5806660c77,132,8,36,-47
02a9718f10aa,0a3204a11077,1544,8,2,57
0a3204a11077,ac5806660c77,132,8,36,-47
f162c90464a1,0a3204a11077,1544,8,5,51
0a3204a11077,f162c90464a1,108,8,1,-47
0a3204a11077,ac5806660c77,132,8,1,-50
0a3204a11077,ac5806660c77,132,8,1,-47
0a3204a11077,ac5806660c77,132,8,1,-48
0a3204a11077,167078cdd840,108,8,48,-46
ffffffffffff,0a3204a11077,153,0,0,0
167078cdd840,0a3204a11077,374,8,2,57
49dc042170bc,0a3204a11077,1544,8,5,51
46c40151b0fb,0a3204a11077,1544,8,5,53
0a3204a11077,d10a78ddd830,108,8,24,-55
a77008a22036,0a3204a11077,90,8,11,51
9fe4f2eb744e,0a3204a11077,90,8,11,54
0a3204a11077,9fe4f2eb744e,96,8,5,-43
0a3204a11077,a77008a22036,96,8,1,-52
0a3204a11077,9fe4f2eb744e,96,8,5,-46
0a3204a11077,a77008a22036,96,8,1,-49
600130033300,0a3204a11077,116,8,11,-128
0a3204a11077,23210a2220af,32,8,1,-54
0a3204a11077,9fe4f2eb744e,96,8,1,-48
0a3204a11077,9fe4f2eb744e,314,8,5,-45
ffffffffffff,fc79ea546019,82,8,1,-69
8d6d3f5333ff,0a3204a11077,104,8,11,-128
93ea1453ecf8,0a3204a11077,1544,8,11,56
8bc8280160dd,0a3204a11077,1544,8,12,56
0a3204a11077,860378b2f4e6,120,8,6,-42
0a3204a11077,93ea1453ecf8,136,8,9,-65
0a3204a11077,8bc8280160dd,120,8,2,-57
201030033300,fc79ea546019,178,8,1,-68
600130033300,fc79ea546019,112,8,1,-67
860378b2f4e6,0a3204a11077,149,8,2,54
0a3204a11077,ac5806660c77,88,8,36,-51
0a3204a11077,93ea1453ecf8,136,8,9,-62
d10a78ddd830,0a3204a11077,1544,8,5,52
0a3204a11077,93ea1453ecf8,136,8,9,-60
0a3204a11077,d10a78ddd830,108,8,24,-57
0a3204a11077,93ea1453ecf8,136,8,9,-62
0a3204a11077,d10a78ddd830,108,8,24,-58
0a3204a11077,46c40151b0fb,108,8,48,-47
0a3204a11077,46c40151b0fb,108,8,18,-47
0a3204a11077,167078cdd840,96,8,54,-45
96e6224fd415,0a3204a11077,90,8,5,54
73dfb6185cb5,0a3204a11077,96,8,12,54
0a3204a11077,93ea1453ecf8,136,8,1,-63
0a3204a11077,ac5806660c77,88,8,36,-47
7b376686c0e6,0a3204a11077,1544,8,5,55
0a3204a11077,7b376686c0e6,108,8,6,-52
0a3204a11077,7b376686c0e6,108,8,5,-46
0a3204a11077,7b376686c0e6,108,8,2,-48
deb109bed87b,0a3204a11077,96,8,5,57
0a3204a11077,46c40151b0fb,108,8,18,-51
0a3204a11077,ac5806660c77,374,8,1,-50
0a3204a11077,ac5806660c77,374,8,1,-49
0a3204a11077,ac5806660c77,88,8,36,-48
0a3204a11077,ac5806660c77,88,8,1,-49
0a3204a11077,ac5806660c77,88,8,1,-48
02a9718f10aa,0a3204a11077,1544,8,2,54
f162c90464a1,0a3204a11077,1544,8,11,55
0a3204a11077,f162c90464a1,108,8,1,-49
0a3204a11077,49dc042170bc,120,8,54,-47
0a3204a11077,46c40151b0fb,108,8,18,-47
0a3204a11077,167078cdd840,96,8,48,-44
0a3204a11077,7b376686c0e6,108,8,1,-47
167078cdd840,0a3204a11077,137,8,2,55
b00f0e000105,fc79ea546019,164,8,1,-68
49dc042170bc,0a3204a11077,90,8,11,52
46c40151b0fb,0a3204a11077,1544,8,5,54
a369c90464f1,0a3204a11077,1544,8,12,56
0a3204a11077,a369c90464f1,128,8,2,-51
0a3204a11077,a77008a22036,108,8,1,-51
0a3204a11077,a77008a22036,108,8,1,-47
a77008a22036,0a3204a11077,1544,8,5,58
ffffffffffff,0a3204a11077,153,0,0,0
3ced08a220a6,0a3204a11077,1544,8,2,50
0a3204a11077,3ced08a220a6,108,8,2,-42
b00f0e000105,0a3204a11077,72,8,11,-128
b00f0e000105,0a3204a11077,358,8,11,-128
b00f0e000105,0a3204a11077,168,8,11,-128
0a3204a11077,993d90d2ac27,28,8,1,-49
0a3204a11077,23210a2220af,32,8,1,-57
0a3204a11077,993d90d2ac27,28,8,1,-51
0a3204a11077,993d90d2ac27,28,8,1,-49
0a3204a11077,993d90d2ac27,28,8,1,-47
b00f0e000105,0a3204a11077,168,8,11,-128
0a3204a11077,167078cdd840,96,8,48,-46
b00f0e000105,fc79ea546019,142,8,1,-69
0a3204a11077,d69712be28cc,28,8,2,-44
0a3204a11077,93ea1453ecf8,116,8,9,-61
e65a2b5aa0d4,d91371a56068,20,4,12,-71
e65a2b5aa0d4,d91371a56068,110,8,0,-72
e65a2b5aa0d4,d91371a56068,20,4,24,-72
0a3204a11077,93ea1453ecf8,116,8,9,-64
0a3204a11077,49dc042170bc,120,8,54,-52
0a3204a11077,02a9718f10aa,108,8,1,-39
0a3204a11077,49dc042170bc,120,8,6,-50
93ea1453ecf8,0a3204a11077,123,8,5,53
0a3204a11077,02a9718f10aa,108,8,36,-40
0a3204a11077,d10a78ddd830,108,8,24,-57
0a3204a11077,49dc042170bc,120,8,6,-50
0a3204a11077,d10a78ddd830,108,8,24,-52
0a3204a11077,8bc8280160dd,120,8,2,-54
0a3204a11077,49dc042170bc,120,8,54,-52
0a3204a11077,d10a78ddd830,108,8,18,-56
0a3204a11077,d10a78ddd830,108,8,18,-56
0a3204a11077,49dc042170bc,120,8,54,-54
8bc8280160dd,0a3204a11077,1544,8,11,54
0a3204a11077,d10a78ddd830,108,8,18,-54
0a3204a11077,860378b2f4e6,96,8,6,-43
e65a2b5aa0d4,d91371a56068,20,4,24,-72
e65a2b5aa0d4,d91371a56068,200,8,0,-72
d91371a56068,e65a2b5aa0d4,32,4,24,-71
0a3204a11077,49dc042170bc,120,8,54,-47
ffffffffffff,fc79ea546019,82,8,1,-67
0a3204a11077,49dc042170bc,120,8,54,-47
860378b2f4e6,0a3204a11077,1544,8,2,56
0a3204a11077,46c40151b0fb,108,8,18,-50
d10a78ddd830,0a3204a11077,1544,8,5,46
0a3204a11077,49dc042170bc,120,8,54,-52
0a3204a11077,02a9718f10aa,108,8,36,-42
0a3204a11077,49dc042170bc,120,8,54,-50
96e6224fd415,0a3204a11077,90,8,5,57
0a3204a11077,49dc042170bc,120,8,6,-44
0a3204a11077,73dfb6185cb5,108,8,9,-61
73dfb6185cb5,0a3204a11077,104,8,12,55
0a3204a11077,49dc042170bc,120,8,6,-44
7b376686c0e6,0a3204a11077,1544,8,5,53
9fe4f2eb744e,0a3204a11077,90,8,11,54
0a3204a11077,49dc042170bc,84,8,54,-46
deb109bed87b,0a3204a11077,534,8,5,55
0a3204a11077,deb109bed87b,108,8,1,-49
0a3204a11077,deb109bed87b,108,8,11,-48
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,deb109bed87b,108,8,1,-51
0a3204a11077,deb109bed87b,116,8,1,-47
02a9718f10aa,0a3204a11077,1544,8,1,59
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,49dc042170bc,84,8,54,-48
0a3204a11077,deb109bed87b,116,8,1,-47
0a3204a11077,ac5806660c77,350,8,24,-49
b00f0e000105,0a3204a11077,146,8,11,-128
0a3204a11077,ac5806660c77,350,8,24,-50
b00f0e000105,0a3204a11077,169,8,11,-128
b00f30033300,0a3204a11077,166,8,11,-128
0a3204a11077,deb109bed87b,116,8,1,-49
0a3204a11077,ac5806660c77,350,8,24,-53
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,ac5806660c77,350,8,1,-50
0a3204a11077,d10a78ddd830,108,8,18,-55
10000e000105,0a3204a11077,86,8,11,-128
b00f0e000105,fc79ea546019,330,8,1,-70
0a3204a11077,d10a78ddd830,108,8,1,-52
0a3204a11077,f162c90464a1,108,8,1,-50
0a3204a11077,deb109bed87b,116,8,11,-50
f162c90464a1,0a3204a11077,1544,8,11,56
0a3204a11077,deb109bed87b,116,8,1,-48
ffffffffffff,fc79ea546019,82,8,1,-69
0a3204a11077,02a9718f10aa,108,8,36,-40
167078cdd840,0a3204a11077,90,8,5,50
0a3204a11077,deb109bed87b,116,8,54,-49
0a3204a11077,d10a78ddd830,108,8,18,-54
0a3204a11077,deb109bed87b,116,8,54,-48
0a3204a11077,deb109bed87b,116,8,1,-46
49dc042170bc,0a3204a11077,90,8,11,56
46c40151b0fb,0a3204a11077,1544,8,2,56
a369c90464f1,0a3204a11077,1544,8,12,53
0a3204a11077,d10a78ddd830,108,8,18,-53
a77008a22036,0a3204a11077,1544,8,11,55
0a3204a11077,a77008a22036,108,8,1,-50
0a3204a11077,a77008a22036,108,8,1,-49
0a3204a11077,96e6224fd415,108,8,11,-58
0a3204a11077,49dc042170bc,84,8,54,-54
93ea1453ecf8,0a3204a11077,1544,8,11,55
0a3204a11077,93ea1453ecf8,128,8,12,-61
0a3204a11077,8bc8280160dd,108,8,5,-54
0a3204a11077,8bc8280160dd,108,8,2,-56
8bc8280160dd,0a3204a11077,1544,8,11,54
0a3204a11077,8bc8280160dd,108,8,2,-55
0a3204a11077,93ea1453ecf8,128,8,12,-62
0a3204a11077,93ea1453ecf8,128,8,9,-62
0a3204a11077,860378b2f4e6,96,8,6,-42
860378b2f4e6,0a3204a11077,1544,8,5,55
0a3204a11077,deb109bed87b,436,8,1,-48
0a3204a11077,a369c90464f1,28,8,1,-50
0a3204a11077,d10a78ddd830,108,8,18,-58
d10a78ddd830,0a3204a11077,1544,8,5,56
0a3204a11077,93ea1453ecf8,128,8,9,-59
0a3204a11077,d10a78ddd830,108,8,24,-56
0a3204a11077,860378b2f4e6,96,8,6,-43
96e6224fd415,0a3204a11077,1544,8,11,55
0a3204a11077,860378b2f4e6,96,8,6,-49
0a3204a11077,73dfb6185cb5,108,8,9,-62
0a3204a11077,96e6224fd415,108,8,11,-58
0a3204a11077,d10a78ddd830,108,8,24,-55
0a3204a11077,96e6224fd415,108,8,11,-57
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,96e6224fd415,108,8,11,-58
0a3204a11077,49dc042170bc,84,8,54,-47
0a3204a11077,93ea1453ecf8,128,8,9,-61
0a3204a11077,8bc8280160dd,108,8,2,-56
73dfb6185cb5,0a3204a11077,104,8,5,50
0a3204a11077,3ced08a220a6,120,8,2,-40
0a3204a11077,3ced08a220a6,120,8,2,-43
0a3204a11077,23210a2220af,32,8,1,-54
b00f0e000105,0a3204a11077,334,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,d10a78ddd830,108,8,24,-54
0a3204a11077,8bc8280160dd,20,4,5,-57
3ced08a220a6,0a3204a11077,1544,8,1,54
0a3204a11077,8bc8280160dd,20,4,5,-56
0a3204a11077,7b376686c0e6,108,8,5,-47
0a3204a11077,8bc8280160dd,20,4,5,-58
0a3204a11077,d10a78ddd830,108,8,24,-53
0a3204a11077,8bc8280160dd,20,4,5,-55
0a3204a11077,8bc8280160dd,108,8,1,-58
0a3204a11077,96e6224fd415,108,8,11,-55
7b376686c0e6,0a3204a11077,1544,8,2,55
0a3204a11077,9fe4f2eb744e,96,8,5,-46
9fe4f2eb744e,0a3204a11077,123,8,11,54
0a3204a11077,9fe4f2eb744e,96,8,5,-49
0a3204a11077,9fe4f2eb744e,96,8,5,-49
deb109bed87b,0a3204a11077,104,8,5,48
0a3204a11077,9fe4f2eb744e,290,8,5,-45
02a9718f10aa,0a3204a11077,1544,8,5,58
0a3204a11077,deb109bed87b,108,8,1,-47
0a3204a11077,f162c90464a1,108,8,1,-48
b00f0e000105,fc79ea546019,201,8,1,-67
b00f0e000105,fc79ea546019,164,8,1,-67
0a3204a11077,93ea1453ecf8,128,8,9,-60
0a3204a11077,93ea1453ecf8,128,8,1,-56
f162c90464a1,0a3204a11077,1544,8,5,54
167078cdd840,0a3204a11077,90,8,5,52
b00f0e000105,fc79ea546019,164,8,1,-67
0a3204a11077,49dc042170bc,84,8,54,-54
0a3204a11077,49dc042170bc,84,8,6,-54
0a3204a11077,49dc042170bc,84,8,6,-52
49dc042170bc,0a3204a11077,96,8,5,52
0a3204a11077,49dc042170bc,84,8,1,-49
0a3204a11077,49dc042170bc,84,8,54,-55
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,46c40151b0fb,108,8,18,-46
0a3204a11077,46c40151b0fb,108,8,18,-49
0a3204a11077,d10a78ddd830,108,8,24,-55
46c40151b0fb,0a3204a11077,1544,8,2,56
b00f30033300,0a3204a11077,376,8,11,-128
b00f0e000105,0a3204a11077,205,8,11,-128
b00f0e000105,0a3204a11077,168,8,11,-128
b00f0e000105,0a3204a11077,107,8,11,-128
b00f0e000105,0a3204a11077,168,8,11,-128
0a3204a11077,a369c90464f1,120,8,2,-52
0a3204a11077,a369c90464f1,28,8,1,-49
0a3204a11077,49dc042170bc,84,8,54,-47
ffffffffffff,fc79ea546019,114,8,1,-69
0a3204a11077,8bc8280160dd,20,4,5,-55
0a3204a11077,49dc042170bc,84,8,54,-57
a369c90464f1,0a3204a11077,1544,8,5,54
0a3204a11077,a77008a22036,108,8,1,-52
a77008a22036,0a3204a11077,1544,8,11,53
0a3204a11077,49dc042170bc,84,8,54,-53
0a3204a11077,93ea1453ecf8,128,8,9,-63
0a3204a11077,93ea1453ecf8,128,8,9,-61
93ea1453ecf8,0a3204a11077,1544,8,5,53
0a3204a11077,93ea1453ecf8,128,8,9,-62
8bc8280160dd,0a3204a11077,1544,8,5,54
0a3204a11077,93ea1453ecf8,128,8,9,-60
ffffffffffff,fc79ea546019,82,8,1,-68
0a3204a11077,860378b2f4e6,96,8,6,-45
860378b2f4e6,0a3204a11077,1544,8,2,53
e65a2b5aa0d4,d91371a56068,28,8,0,-71
0a3204a11077,860378b2f4e6,182,8,6,-44
d10a78ddd830,0a3204a11077,1544,8,5,55
96e6224fd415,0a3204a11077,1544,8,11,54
0a3204a11077,f162c90464a1,119,8,2,-49
0a3204a11077,96e6224fd415,108,8,54,-56
73dfb6185cb5,0a3204a11077,104,8,12,49
3ced08a220a6,0a3204a11077,1544,8,5,47
ffffffffffff,e65a2b5aa0d4,130,8,1,-82
0a3204a11077,96e6224fd415,108,8,54,-57
7b376686c0e6,0a3204a11077,1544,8,5,51
deb109bed87b,0a3204a11077,104,8,5,54
0a3204a11077,7b376686c0e6,120,8,5,-46
0a3204a11077,deb109bed87b,108,8,1,-49
0a3204a11077,d10a78ddd830,108,8,18,-53
ffffffffffff,0a3204a11077,153,0,0,0
02a9718f10aa,0a3204a11077,1544,8,5,58
0a3204a11077,d10a78ddd830,108,8,18,-54
0a3204a11077,f162c90464a1,108,8,2,-43
0a3204a11077,d10a78ddd830,108,8,18,-52
0a3204a11077,7b376686c0e6,120,8,2,-53
f162c90464a1,0a3204a11077,1544,8,5,51
0a3204a11077,ac5806660c77,84,8,24,-48
ffffffffffff,0a3204a11077,118,8,11,-128
0a3204a11077,23210a2220af,32,8,1,-55
0a3204a11077,ac5806660c77,84,8,24,-50
0a3204a11077,167078cdd840,96,8,48,-48
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,ac5806660c77,84,8,1,-52
0a3204a11077,ac5806660c77,84,8,1,-52
0a3204a11077,ac5806660c77,84,8,1,-49
0a3204a11077,ac5806660c77,129,8,24,-48
0a3204a11077,ac5806660c77,129,8,24,-49
0a3204a11077,167078cdd840,649,8,48,-47
0a3204a11077,d10a78ddd830,108,8,18,-58
167078cdd840,0a3204a11077,90,8,2,54
0a3204a11077,ac5806660c77,129,8,1,-51
0a3204a11077,ac5806660c77,129,8,1,-53
ffffffffffff,fc79ea546019,82,8,1,-68
0a3204a11077,7b376686c0e6,120,8,1,-50
b00f0e000105,fc79ea546019,109,8,1,-68
49dc042170bc,0a3204a11077,96,8,11,53
0a3204a11077,d10a78ddd830,108,8,18,-55
0a3204a11077,d10a78ddd830,108,8,1,-56
46c40151b0fb,0a3204a11077,1544,8,2,55
0a3204a11077,d10a78ddd830,108,8,18,-55
9fe4f2eb744e,0a3204a11077,90,8,5,53
a77008a22036,0a3204a11077,123,8,11,54
c95e718f10ea,0a3204a11077,1544,8,2,54
0a3204a11077,ac5806660c77,266,8,18,-48
0a3204a11077,ac5806660c77,266,8,18,-48
0a3204a11077,02a9718f10aa,108,8,1,-41
0a3204a11077,ac5806660c77,266,8,1,-49
0a3204a11077,d10a78ddd830,108,8,18,-53
0a3204a11077,93ea1453ecf8,128,8,9,-60
93ea1453ecf8,0a3204a11077,1544,8,5,53
0a3204a11077,49dc042170bc,84,8,54,-51
0a3204a11077,93ea1453ecf8,128,8,9,-59
0a3204a11077,d10a78ddd830,108,8,18,-53
8bc8280160dd,0a3204a11077,96,8,5,57
0a3204a11077,02a9718f10aa,108,8,6,-38
0a3204a11077,860378b2f4e6,96,8,6,-44
860378b2f4e6,0a3204a11077,162,8,5,54
b00f0e000105,fc79ea546019,164,8,1,-69
0a3204a11077,02a9718f10aa,108,8,6,-39
0a3204a11077,49dc042170bc,84,8,6,-52
0a3204a11077,49dc042170bc,84,8,6,-49
0a3204a11077,93ea1453ecf8,128,8,9,-60
d10a78ddd830,0a3204a11077,1544,8,5,54
