rx,tx,len,type,rateMbps,rssi
49dc042170bc,0a3204a11077,1544,8,5,53
0a3204a11077,d090b7277cb3,120,8,2,-57
d090b7277cb3,0a3204a11077,1544,8,18,55
0a3204a11077,d090b7277cb3,120,8,1,-56
7d4d90d2ac77,0a3204a11077,1544,8,18,54
93ea1453ecf8,0a3204a11077,1544,8,18,55
8bc8280160dd,0a3204a11077,1544,8,11,54
0a3204a11077,7d4d90d2ac77,108,8,2,-60
ffffffffffff,fc79ea546019,91,0,1,-69
0a3204a11077,93ea1453ecf8,108,8,9,-59
0a3204a11077,96e6224fd415,120,8,11,-51
0a3204a11077,96e6224fd415,120,8,11,-55
0a3204a11077,8bc8280160dd,108,8,12,-54
0a3204a11077,96e6224fd415,120,8,11,-53
0a3204a11077,8bc8280160dd,108,8,11,-58
ffffffffffff,0a3204a11077,153,0,0,0
96e6224fd415,0a3204a11077,1544,8,1,53
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,8bc8280160dd,108,8,11,-58
0a3204a11077,8bc8280160dd,20,4,11,-61
23210a2220af,0a3204a11077,1544,8,5,43
0a3204a11077,8bc8280160dd,20,4,11,-60
0a3204a11077,8bc8280160dd,20,4,11,-62
0a3204a11077,deb109bed87b,108,8,54,-55
0a3204a11077,deb109bed87b,108,8,54,-56
deb109bed87b,0a3204a11077,1544,8,5,45
0a3204a11077,deb109bed87b,108,8,54,-57
860378b2f4e6,0a3204a11077,1544,8,18,52
0a3204a11077,860378b2f4e6,108,8,9,-43
b7cc04c1700c,0a3204a11077,1544,8,24,51
0a3204a11077,860378b2f4e6,108,8,9,-47
0a3204a11077,8bc8280160dd,20,4,11,-59
02a9718f10aa,0a3204a11077,1544,8,5,53
0a3204a11077,02a9718f10aa,108,8,18,-40
0a3204a11077,860378b2f4e6,108,8,9,-44
0a3204a11077,93ea1453ecf8,116,8,9,-57
0a3204a11077,73dfb6185cb5,108,8,6,-59
0a3204a11077,b7cc04c1700c,108,8,54,-44
0a3204a11077,deb109bed87b,108,8,54,-58
73dfb6185cb5,0a3204a11077,96,8,11,45
0a3204a11077,93ea1453ecf8,116,8,9,-59
0a3204a11077,7b376686c0e6,120,8,5,-52
0a3204a11077,93ea1453ecf8,116,8,9,-58
ffffffffffff,e65a2b5aa0d4,216,0,1,-81
0a3204a11077,860378b2f4e6,108,8,9,-43
ffffffffffff,fc79ea546019,91,0,1,-68
ffffffffffff,fc79ea546019,82,8,1,-67
7b376686c0e6,0a3204a11077,1544,8,1,47
253204a170cc,0a3204a11077,90,8,1,56
253204a170cc,0a3204a11077,90,8,1,53
0a3204a11077,a77008a22036,120,8,2,-54
0a3204a11077,8bc8280160dd,20,4,11,-61
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,a77008a22036,120,8,2,-54
a77008a22036,0a3204a11077,1544,8,2,44
ffffffffffff,118f7f7fac1d,141,0,1,-56
ffffffffffff,0a3204a11077,86,8,11,-128
ffffffffffff,0a3204a11077,118,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
0c456dd3601d,0a3204a11077,1544,8,12,46
0a3204a11077,0c456dd3601d,108,8,9,-53
0a3204a11077,49dc042170bc,108,8,48,-51
0a3204a11077,8bc8280160dd,20,4,11,-62
49dc042170bc,0a3204a11077,1544,8,11,48
0a3204a11077,d090b7277cb3,120,8,2,-58
ffffffffffff,118f7f7fac1d,141,0,1,-54
0a3204a11077,deb109bed87b,108,8,54,-58
0a3204a11077,deb109bed87b,108,8,18,-56
0a3204a11077,d10a78ddd830,28,8,9,-51
ffffffffffff,118f7f7fac1d,141,0,1,-56
0a3204a11077,d10a78ddd830,28,8,9,-52
0a3204a11077,d10a78ddd830,28,8,9,-53
0a3204a11077,d10a78ddd830,28,8,9,-52
0a3204a11077,d10a78ddd830,28,8,11,-48
0a3204a11077,d10a78ddd830,28,8,11,-51
0a3204a11077,d10a78ddd830,28,8,11,-51
0a3204a11077,d10a78ddd830,28,8,11,-51
0a3204a11077,d10a78ddd830,28,8,9,-56
ffffffffffff,118f7f7fac1d,141,0,1,-52
0a3204a11077,8bc8280160dd,20,4,11,-59
7d4d90d2ac77,0a3204a11077,1544,8,18,48
ffffffffffff,e65a2b5aa0d4,216,0,1,-84
0a3204a11077,7d4d90d2ac77,108,8,2,-63
93ea1453ecf8,0a3204a11077,1544,8,18,45
ffffffffffff,e65a2b5aa0d4,98,8,1,-84
0a3204a11077,93ea1453ecf8,108,8,9,-57
ffffffffffff,fc79ea546019,91,0,1,-69
ffffffffffff,fc79ea546019,82,8,1,-69
0a3204a11077,23210a2220af,108,8,18,-54
0a3204a11077,46c40151b0fb,119,8,18,-50
8bc8280160dd,0a3204a11077,1544,8,2,46
0a3204a11077,96e6224fd415,120,8,11,-55
0a3204a11077,46c40151b0fb,119,8,18,-52
ffffffffffff,0a3204a11077,153,0,0,0
96e6224fd415,0a3204a11077,1544,8,2,46
ffffffffffff,0a3204a11077,86,8,11,-128
23210a2220af,0a3204a11077,1544,8,1,49
ffffffffffff,118f7f7fac1d,141,0,1,-56
deb109bed87b,0a3204a11077,1544,8,1,48
0a3204a11077,d10a78ddd830,28,8,9,-52
0a3204a11077,860378b2f4e6,108,8,9,-45
860378b2f4e6,0a3204a11077,1544,8,18,53
b7cc04c1700c,0a3204a11077,1544,8,24,42
02a9718f10aa,0a3204a11077,1544,8,5,53
0a3204a11077,02a9718f10aa,108,8,18,-42
0a3204a11077,7b376686c0e6,120,8,5,-55
0a3204a11077,93ea1453ecf8,116,8,9,-61
7b376686c0e6,0a3204a11077,1544,8,5,47
0a3204a11077,02a9718f10aa,108,8,18,-44
0a3204a11077,a77008a22036,120,8,2,-51
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,a77008a22036,120,8,2,-49
0a3204a11077,a77008a22036,120,8,2,-50
0a3204a11077,a77008a22036,120,8,1,-49
ffffffffffff,0a3204a11077,118,8,11,-128
0a3204a11077,02a9718f10aa,108,8,1,-45
a77008a22036,0a3204a11077,1544,8,2,50
0c456dd3601d,0a3204a11077,1544,8,12,44
0a3204a11077,8bc8280160dd,20,4,11,-59
49dc042170bc,0a3204a11077,1544,8,5,50
d090b7277cb3,0a3204a11077,1544,8,18,45
7d4d90d2ac77,0a3204a11077,1544,8,24,43
0a3204a11077,d090b7277cb3,120,8,2,-60
0a3204a11077,d090b7277cb3,120,8,1,-61
0a3204a11077,7d4d90d2ac77,108,8,1,-66
0a3204a11077,93ea1453ecf8,108,8,9,-59
93ea1453ecf8,0a3204a11077,1544,8,5,45
8bc8280160dd,0a3204a11077,1544,8,11,46
96e6224fd415,0a3204a11077,1544,8,5,45
0a3204a11077,23210a2220af,108,8,24,-55
0a3204a11077,96e6224fd415,120,8,11,-53
0a3204a11077,23210a2220af,108,8,18,-54
23210a2220af,0a3204a11077,1544,8,5,43
0a3204a11077,96e6224fd415,120,8,11,-51
0a3204a11077,96e6224fd415,120,8,11,-49
0a3204a11077,deb109bed87b,108,8,54,-54
deb109bed87b,0a3204a11077,1544,8,11,46
860378b2f4e6,0a3204a11077,1544,8,24,51
b7cc04c1700c,0a3204a11077,1544,8,36,52
46c40151b0fb,0a3204a11077,123,8,11,44
0a3204a11077,860378b2f4e6,108,8,54,-44
0a3204a11077,860378b2f4e6,108,8,54,-46
02a9718f10aa,0a3204a11077,1544,8,5,55
0a3204a11077,46c40151b0fb,116,8,18,-54
7b376686c0e6,0a3204a11077,1544,8,11,44
0a3204a11077,860378b2f4e6,108,8,9,-45
0a3204a11077,7b376686c0e6,120,8,5,-54
0a3204a11077,b7cc04c1700c,120,8,54,-45
0a3204a11077,46c40151b0fb,116,8,18,-52
0a3204a11077,02a9718f10aa,120,8,18,-41
0a3204a11077,96e6224fd415,120,8,11,-53
0a3204a11077,96e6224fd415,120,8,9,-50
a77008a22036,0a3204a11077,1544,8,2,42
0a3204a11077,96e6224fd415,120,8,9,-52
0a3204a11077,46c40151b0fb,116,8,18,-53
0a3204a11077,860378b2f4e6,108,8,9,-47
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,0c456dd3601d,108,8,11,-54
0a3204a11077,46c40151b0fb,116,8,18,-53
0c456dd3601d,0a3204a11077,1544,8,11,43
0a3204a11077,46c40151b0fb,116,8,18,-55
49dc042170bc,0a3204a11077,1544,8,11,48
0a3204a11077,46c40151b0fb,116,8,12,-51
0a3204a11077,d090b7277cb3,108,8,2,-59
0a3204a11077,993d90d2ac27,84,8,5,-46
0a3204a11077,993d90d2ac27,28,8,1,-49
0a3204a11077,46c40151b0fb,116,8,12,-56
20000e000105,0a3204a11077,86,8,11,-128
0a3204a11077,d090b7277cb3,108,8,1,-60
0a3204a11077,860378b2f4e6,108,8,9,-43
ffffffffffff,0a3204a11077,86,8,11,-128
ffffffffffff,0a3204a11077,159,8,11,-128
301030033300,0a3204a11077,112,8,11,-128
c00f0e000105,0a3204a11077,86,8,11,-128
0a3204a11077,d090b7277cb3,108,8,1,-59
ffffffffffff,0a3204a11077,86,8,11,-128
200030033300,0a3204a11077,112,8,11,-128
20000e000105,0a3204a11077,86,8,11,-128
0a3204a11077,46c40151b0fb,116,8,12,-50
0a3204a11077,860378b2f4e6,108,8,9,-42
0a3204a11077,860378b2f4e6,108,8,9,-43
0a3204a11077,96e6224fd415,120,8,11,-51
0a3204a11077,96e6224fd415,120,8,11,-52
0a3204a11077,96e6224fd415,120,8,11,-51
d090b7277cb3,0a3204a11077,1544,8,5,41
0a3204a11077,46c40151b0fb,116,8,12,-50
7d4d90d2ac77,0a3204a11077,1544,8,11,41
93ea1453ecf8,0a3204a11077,1544,8,18,42
8bc8280160dd,0a3204a11077,1544,8,11,43
0a3204a11077,7d4d90d2ac77,108,8,2,-57
0a3204a11077,93ea1453ecf8,108,8,9,-60
96e6224fd415,0a3204a11077,1544,8,2,45
0a3204a11077,860378b2f4e6,108,8,9,-43
0a3204a11077,73dfb6185cb5,108,8,6,-60
0a3204a11077,860378b2f4e6,108,8,1,-46
0a3204a11077,73dfb6185cb5,108,8,6,-59
0a3204a11077,96e6224fd415,120,8,11,-53
0a3204a11077,96e6224fd415,120,8,1,-52
0a3204a11077,d10a78ddd830,28,8,9,-52
0a3204a11077,d10a78ddd830,28,8,9,-53
23210a2220af,0a3204a11077,1544,8,2,44
0a3204a11077,d10a78ddd830,28,8,9,-54
0a3204a11077,d10a78ddd830,28,8,9,-55
0a3204a11077,96e6224fd415,120,8,18,-54
deb109bed87b,0a3204a11077,1544,8,5,49
0a3204a11077,96e6224fd415,120,8,11,-58
0a3204a11077,96e6224fd415,120,8,11,-56
20000e000105,fc79ea546019,82,8,1,-69
860378b2f4e6,0a3204a11077,1544,8,12,43
b7cc04c1700c,0a3204a11077,1544,8,48,51
0a3204a11077,96e6224fd415,120,8,11,-56
ffffffffffff,0a3204a11077,153,0,0,0
02a9718f10aa,0a3204a11077,1544,8,5,55
0a3204a11077,02a9718f10aa,120,8,18,-39
0a3204a11077,7b376686c0e6,120,8,5,-52
0a3204a11077,7b376686c0e6,120,8,2,-43
0a3204a11077,b7cc04c1700c,120,8,54,-46
301030033300,fc79ea546019,108,8,1,-69
c00f0e000105,fc79ea546019,82,8,1,-71
0a3204a11077,96e6224fd415,120,8,11,-56
301030033300,0a3204a11077,112,8,11,-128
c00f0e000105,0a3204a11077,86,8,11,-128
301030033300,0a3204a11077,115,8,11,-128
c00f0e000105,0a3204a11077,95,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,96e6224fd415,120,8,11,-59
ffffffffffff,0a3204a11077,86,8,11,-128
20000e000105,fc79ea546019,82,8,1,-68
0a3204a11077,96e6224fd415,120,8,11,-58
301030033300,fc79ea546019,108,8,1,-68
c00f0e000105,fc79ea546019,82,8,1,-69
301030033300,fc79ea546019,111,8,1,-69
c00f0e000105,fc79ea546019,91,8,1,-70
ffffffffffff,fc79ea546019,82,8,1,-68
ffffffffffff,fc79ea546019,82,8,1,-70
0a3204a11077,46c40151b0fb,116,8,12,-50
c00f0e000105,fc79ea546019,91,8,1,-70
0a3204a11077,46c40151b0fb,116,8,1,-54
0a3204a11077,46c40151b0fb,116,8,1,-54
ffffffffffff,e65a2b5aa0d4,216,0,1,-81
301030033300,e65a2b5aa0d4,127,8,1,-80
c00f0e000105,e65a2b5aa0d4,107,8,1,-82
7b376686c0e6,0a3204a11077,1544,8,1,50
ffffffffffff,fc79ea546019,91,0,1,-67
0a3204a11077,96e6224fd415,120,8,11,-54
0a3204a11077,a77008a22036,120,8,2,-49
a77008a22036,0a3204a11077,1544,8,2,45
0a3204a11077,a77008a22036,120,8,2,-49
0a3204a11077,96e6224fd415,120,8,1,-55
0a3204a11077,96e6224fd415,120,8,1,-55
ffffffffffff,0a3204a11077,153,0,0,0
0c456dd3601d,0a3204a11077,1544,8,5,50
49dc042170bc,0a3204a11077,1544,8,5,51
0a3204a11077,d10a78ddd830,28,8,9,-52
301030033300,0a3204a11077,115,8,11,-128
0a3204a11077,d10a78ddd830,290,8,9,-54
0a3204a11077,d10a78ddd830,28,8,9,-52
0a3204a11077,d10a78ddd830,28,8,9,-51
c00f0e000105,0a3204a11077,95,8,11,-128
0a3204a11077,d10a78ddd830,28,8,18,-50
0a3204a11077,d10a78ddd830,28,8,18,-53
0a3204a11077,8bc8280160dd,20,4,11,-60
0a3204a11077,d10a78ddd830,28,8,18,-50
0a3204a11077,d10a78ddd830,28,8,18,-50
d090b7277cb3,0a3204a11077,1544,8,5,49
0a3204a11077,d10a78ddd830,28,8,9,-51
7d4d90d2ac77,0a3204a11077,1544,8,18,48
0a3204a11077,d10a78ddd830,28,8,9,-51
0a3204a11077,d10a78ddd830,28,8,9,-51
0a3204a11077,8bc8280160dd,20,4,11,-58
0a3204a11077,93ea1453ecf8,108,8,9,-57
0a3204a11077,d10a78ddd830,28,8,9,-50
0a3204a11077,d10a78ddd830,28,8,1,-48
93ea1453ecf8,0a3204a11077,104,8,12,50
0a3204a11077,d10a78ddd830,28,8,1,-52
0a3204a11077,93ea1453ecf8,782,8,9,-58
0a3204a11077,8bc8280160dd,20,4,11,-58
0a3204a11077,46c40151b0fb,96,8,48,-51
0a3204a11077,8bc8280160dd,20,4,11,-58
0a3204a11077,46c40151b0fb,96,8,48,-50
0a3204a11077,46c40151b0fb,96,8,48,-51
0a3204a11077,46c40151b0fb,96,8,48,-50
0a3204a11077,8bc8280160dd,20,4,11,-58
0a3204a11077,46c40151b0fb,96,8,48,-51
0a3204a11077,8bc8280160dd,20,4,11,-59
8bc8280160dd,0a3204a11077,1544,8,11,51
0a3204a11077,96e6224fd415,120,8,11,-54
ffffffffffff,e65a2b5aa0d4,216,0,1,-85
0a3204a11077,46c40151b0fb,96,8,48,-51
96e6224fd415,0a3204a11077,1544,8,1,50
0a3204a11077,23210a2220af,108,8,24,-57
0a3204a11077,46c40151b0fb,96,8,36,-51
0a3204a11077,46c40151b0fb,96,8,36,-52
23210a2220af,0a3204a11077,1544,8,11,50
993d90d2ac27,0a3204a11077,90,8,5,48
ffffffffffff,fc79ea546019,91,0,1,-71
0a3204a11077,46c40151b0fb,96,8,36,-52
0a3204a11077,46c40151b0fb,96,8,36,-53
0a3204a11077,deb109bed87b,108,8,54,-52
deb109bed87b,0a3204a11077,1544,8,5,50
860378b2f4e6,0a3204a11077,1544,8,24,54
0a3204a11077,860378b2f4e6,120,8,9,-42
301030033300,fc79ea546019,108,8,1,-69
0a3204a11077,deb109bed87b,108,8,54,-51
0a3204a11077,860378b2f4e6,120,8,9,-42
b7cc04c1700c,0a3204a11077,1544,8,48,48
0a3204a11077,b7cc04c1700c,120,8,54,-46
0a3204a11077,860378b2f4e6,120,8,9,-43
0a3204a11077,02a9718f10aa,120,8,18,-42
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,deb109bed87b,108,8,54,-52
02a9718f10aa,0a3204a11077,1544,8,2,54
0a3204a11077,7b376686c0e6,120,8,5,-54
0a3204a11077,860378b2f4e6,120,8,9,-44
0a3204a11077,860378b2f4e6,120,8,18,-44
0a3204a11077,860378b2f4e6,120,8,18,-43
0a3204a11077,7b376686c0e6,120,8,2,-42
0a3204a11077,860378b2f4e6,120,8,9,-44
c00f0e000105,0a3204a11077,86,8,11,-128
301030033300,0a3204a11077,112,8,11,-128
7b376686c0e6,0a3204a11077,1544,8,5,49
0a3204a11077,73dfb6185cb5,108,8,6,-58
0a3204a11077,8bc8280160dd,20,4,11,-56
73dfb6185cb5,0a3204a11077,96,8,5,45
0a3204a11077,46c40151b0fb,96,8,36,-52
0a3204a11077,a77008a22036,120,8,2,-51
0a3204a11077,a77008a22036,120,8,2,-50
a77008a22036,0a3204a11077,1544,8,1,51
e65a2b5aa0d4,d91371a56068,28,8,0,-71
e65a2b5aa0d4,d91371a56068,28,8,0,-72
0a3204a11077,0c456dd3601d,108,8,11,-54
301030033300,e65a2b5aa0d4,124,8,1,-83
ffffffffffff,fc79ea546019,91,0,1,-69
afff0e7001f5,fc79ea546019,197,8,1,-70
ffffffffffff,e65a2b5aa0d4,98,8,1,-85
ffffffffffff,fc79ea546019,82,8,1,-66
0c456dd3601d,0a3204a11077,1544,8,2,47
0a3204a11077,49dc042170bc,108,8,48,-53
e65a2b5aa0d4,d91371a56068,28,8,0,-74
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,d10a78ddd830,28,8,9,-53
49dc042170bc,0a3204a11077,1544,8,2,45
afff0e7001f5,0a3204a11077,201,8,11,-128
00000208010c,0a3204a11077,78,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
d090b7277cb3,0a3204a11077,1544,8,11,43
7d4d90d2ac77,0a3204a11077,1544,8,24,50
0a3204a11077,d090b7277cb3,108,8,2,-61
0a3204a11077,7d4d90d2ac77,120,8,2,-54
0a3204a11077,46c40151b0fb,96,8,36,-52
0a3204a11077,46c40151b0fb,96,8,1,-55
93ea1453ecf8,0a3204a11077,1544,8,18,46
0a3204a11077,d090b7277cb3,108,8,1,-63
0a3204a11077,93ea1453ecf8,108,8,9,-56
0a3204a11077,46c40151b0fb,185,8,48,-53
0a3204a11077,d090b7277cb3,108,8,1,-65
0a3204a11077,93ea1453ecf8,108,8,9,-59
8bc8280160dd,0a3204a11077,1544,8,2,50
0a3204a11077,9fe4f2eb744e,28,8,1,-40
0a3204a11077,46c40151b0fb,185,8,48,-53
96e6224fd415,0a3204a11077,1544,8,5,54
0a3204a11077,96e6224fd415,120,8,11,-54
0a3204a11077,96e6224fd415,120,8,11,-53
0a3204a11077,96e6224fd415,120,8,11,-54
d10a78ddd830,0a3204a11077,90,8,11,54
23210a2220af,0a3204a11077,1544,8,11,53
deb109bed87b,0a3204a11077,1544,8,11,54
0a3204a11077,860378b2f4e6,120,8,9,-43
0a3204a11077,860378b2f4e6,120,8,9,-42
0a3204a11077,860378b2f4e6,120,8,9,-44
0a3204a11077,46c40151b0fb,185,8,48,-53
860378b2f4e6,0a3204a11077,1544,8,18,53
b7cc04c1700c,0a3204a11077,1544,8,48,49
0a3204a11077,96e6224fd415,120,8,9,-54
02a9718f10aa,0a3204a11077,1544,8,5,53
0a3204a11077,b7cc04c1700c,120,8,54,-45
0a3204a11077,7b376686c0e6,120,8,5,-52
0a3204a11077,7b376686c0e6,120,8,2,-42
0a3204a11077,7b376686c0e6,120,8,1,-55
0a3204a11077,3ced08a220a6,256,8,1,-43
0a3204a11077,3ced08a220a6,256,8,1,-41
7b376686c0e6,0a3204a11077,1544,8,5,56
0a3204a11077,9fe4f2eb744e,28,8,1,-46
0a3204a11077,96e6224fd415,120,8,9,-54
73dfb6185cb5,0a3204a11077,96,8,11,53
0a3204a11077,96e6224fd415,120,8,9,-53
0a3204a11077,a77008a22036,108,8,2,-52
0a3204a11077,a77008a22036,108,8,2,-50
ffffffffffff,fc79ea546019,114,8,1,-67
ffffffffffff,fc79ea546019,82,8,1,-68
ffffffffffff,fc79ea546019,82,8,1,-67
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,96e6224fd415,120,8,9,-53
ffffffffffff,0a3204a11077,118,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,96e6224fd415,120,8,2,-52
ffffffffffff,0a3204a11077,68,8,11,-128
0a3204a11077,96e6224fd415,120,8,1,-54
0a3204a11077,8bc8280160dd,20,4,11,-57
0a3204a11077,d10a78ddd830,28,8,9,-50
a77008a22036,0a3204a11077,1544,8,1,55
0c456dd3601d,0a3204a11077,1544,8,5,46
ffffffffffff,e65a2b5aa0d4,216,0,1,-79
ffffffffffff,fc79ea546019,91,0,1,-67
ffffffffffff,e65a2b5aa0d4,98,8,1,-78
ffffffffffff,fc79ea546019,82,8,1,-67
ffffffffffff,e65a2b5aa0d4,98,8,1,-79
49dc042170bc,0a3204a11077,1544,8,1,55
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,d090b7277cb3,108,8,2,-59
0a3204a11077,d090b7277cb3,108,8,1,-59
e65a2b5aa0d4,d91371a56068,20,4,12,-71
0a3204a11077,d090b7277cb3,108,8,1,-58
d090b7277cb3,0a3204a11077,1544,8,11,45
0a3204a11077,7d4d90d2ac77,120,8,2,-54
0a3204a11077,7d4d90d2ac77,120,8,2,-53
7d4d90d2ac77,0a3204a11077,1544,8,24,50
93ea1453ecf8,0a3204a11077,104,8,18,50
0a3204a11077,93ea1453ecf8,108,8,9,-56
ffffffffffff,0a3204a11077,86,8,11,-128
0a3204a11077,8bc8280160dd,20,4,11,-56
8bc8280160dd,0a3204a11077,1544,8,5,45
e65a2b5aa0d4,d91371a56068,20,4,12,-71
e65a2b5aa0d4,d91371a56068,108,8,0,-72
d91371a56068,e65a2b5aa0d4,32,4,12,-81
e65a2b5aa0d4,d91371a56068,28,8,0,-71
0a3204a11077,96e6224fd415,120,8,11,-55
0a3204a11077,96e6224fd415,120,8,11,-55
d91371a56068,e65a2b5aa0d4,108,8,5,-78
0a3204a11077,96e6224fd415,120,8,11,-54
0a3204a11077,96e6224fd415,120,8,11,-53
0a3204a11077,96e6224fd415,120,8,9,-55
96e6224fd415,0a3204a11077,1544,8,2,48
0a3204a11077,23210a2220af,108,8,24,-57
23210a2220af,0a3204a11077,1544,8,5,48
deb109bed87b,0a3204a11077,1544,8,11,49
860378b2f4e6,0a3204a11077,1544,8,24,54
0a3204a11077,96e6224fd415,120,8,9,-53
46c40151b0fb,0a3204a11077,90,8,11,51
0a3204a11077,9fe4f2eb744e,28,8,1,-46
0a3204a11077,860378b2f4e6,120,8,9,-43
0a3204a11077,23210a2220af,108,8,12,-54
0a3204a11077,b7cc04c1700c,120,8,54,-47
0a3204a11077,96e6224fd415,120,8,9,-51
0a3204a11077,96e6224fd415,120,8,9,-51
b7cc04c1700c,0a3204a11077,1544,8,24,59
0a3204a11077,96e6224fd415,120,8,2,-53
0a3204a11077,96e6224fd415,120,8,1,-52
0a3204a11077,02a9718f10aa,120,8,18,-40
0a3204a11077,96e6224fd415,120,8,1,-52
0a3204a11077,02a9718f10aa,120,8,18,-39
afff0e7001f5,fc79ea546019,197,8,1,-69
0a3204a11077,02a9718f10aa,120,8,18,-43
ffffffffffff,0a3204a11077,153,0,0,0
02a9718f10aa,0a3204a11077,1544,8,1,56
ffffffffffff,fc79ea546019,82,8,1,-70
ffffffffffff,fc79ea546019,82,8,1,-70
7b376686c0e6,0a3204a11077,1544,8,11,55
a77008a22036,0a3204a11077,1544,8,5,55
afff0e7001f5,0a3204a11077,201,8,11,-128
0a3204a11077,7b376686c0e6,120,8,5,-55
ffffffffffff,0a3204a11077,86,8,11,-128
ffffffffffff,0a3204a11077,86,8,11,-128
0c456dd3601d,0a3204a11077,1544,8,11,53
0a3204a11077,49dc042170bc,108,8,48,-52
49dc042170bc,0a3204a11077,1544,8,5,51
d090b7277cb3,0a3204a11077,1544,8,11,53
0a3204a11077,d090b7277cb3,108,8,2,-59
0a3204a11077,d090b7277cb3,108,8,1,-59
0a3204a11077,7d4d90d2ac77,120,8,2,-56
0a3204a11077,7d4d90d2ac77,120,8,2,-57
7d4d90d2ac77,0a3204a11077,1544,8,18,53
0a3204a11077,7d4d90d2ac77,120,8,2,-56
0a3204a11077,7d4d90d2ac77,120,8,1,-49
0a3204a11077,d10a78ddd830,28,8,9,-52
0a3204a11077,7d4d90d2ac77,120,8,1,-54
0a3204a11077,7d4d90d2ac77,120,8,1,-55
0a3204a11077,93ea1453ecf8,108,8,9,-56
93ea1453ecf8,0a3204a11077,1544,8,12,55
96e6224fd415,0a3204a11077,1544,8,5,53
23210a2220af,0a3204a11077,1544,8,11,55
deb109bed87b,0a3204a11077,1544,8,11,53
0a3204a11077,93ea1453ecf8,108,8,9,-61
0a3204a11077,860378b2f4e6,120,8,9,-44
0a3204a11077,96e6224fd415,108,8,11,-49
860378b2f4e6,0a3204a11077,1544,8,18,57
0a3204a11077,96e6224fd415,108,8,11,-50
0a3204a11077,860378b2f4e6,120,8,9,-42
46c40151b0fb,0a3204a11077,1544,8,11,54
b7cc04c1700c,0a3204a11077,1544,8,48,49
0a3204a11077,d090b7277cb3,108,8,1,-61
0a3204a11077,96e6224fd415,108,8,12,-51
0a3204a11077,96e6224fd415,108,8,12,-51
d10a78ddd830,0a3204a11077,192,8,11,55
0a3204a11077,96e6224fd415,108,8,5,-51
0a3204a11077,b7cc04c1700c,120,8,54,-47
0a3204a11077,96e6224fd415,108,8,5,-52
02a9718f10aa,0a3204a11077,1544,8,2,57
0a3204a11077,860378b2f4e6,120,8,9,-46
7b376686c0e6,0a3204a11077,1544,8,11,48
0a3204a11077,7b376686c0e6,120,8,5,-53
0a3204a11077,96e6224fd415,108,8,1,-56
c95e718f10ea,0a3204a11077,711,8,5,54
a77008a22036,0a3204a11077,1544,8,5,53
0c456dd3601d,0a3204a11077,1544,8,11,52
0a3204a11077,a77008a22036,108,8,2,-54
49dc042170bc,0a3204a11077,1544,8,11,51
d090b7277cb3,0a3204a11077,1544,8,11,50
0a3204a11077,7d4d90d2ac77,120,8,2,-57
0a3204a11077,93ea1453ecf8,108,8,9,-58
7d4d90d2ac77,0a3204a11077,1544,8,18,53
0a3204a11077,7d4d90d2ac77,120,8,2,-58
0a3204a11077,a77008a22036,108,8,2,-52
0a3204a11077,7d4d90d2ac77,120,8,2,-56
93ea1453ecf8,0a3204a11077,1544,8,18,52
0a3204a11077,7d4d90d2ac77,120,8,1,-57
0a3204a11077,a77008a22036,108,8,2,-51
ffffffffffff,0a3204a11077,153,0,0,0
0a3204a11077,a77008a22036,108,8,1,-51
0a3204a11077,93ea1453ecf8,108,8,9,-57
0a3204a11077,860378b2f4e6,120,8,9,-43
0a3204a11077,860378b2f4e6,120,8,48,-43
0a3204a11077,93ea1453ecf8,108,8,9,-57
96e6224fd415,0a3204a11077,1544,8,5,43
23210a2220af,0a3204a11077,1544,8,11,53
deb109bed87b,0a3204a11077,1544,8,11,51
0a3204a11077,860378b2f4e6,120,8,9,-44
0a3204a11077,23210a2220af,108,8,24,-57
0a3204a11077,46c40151b0fb,96,8,54,-50
0a3204a11077,deb109bed87b,108,8,54,-50
0a3204a11077,860378b2f4e6,120,8,9,-43
0a3204a11077,23210a2220af,108,8,18,-56
0a3204a11077,860378b2f4e6,120,8,9,-43
0a3204a11077,93ea1453ecf8,108,8,9,-57
0a3204a11077,deb109bed87b,108,8,54,-55
0a3204a11077,deb109bed87b,120,8,54,-53
0a3204a11077,46c40151b0fb,96,8,54,-52
860378b2f4e6,0a3204a11077,1544,8,18,55
46c40151b0fb,0a3204a11077,1544,8,11,53
f162c90464a1,0a3204a11077,186,8,18,55
0a3204a11077,f162c90464a1,96,8,5,-54
0a3204a11077,d090b7277cb3,108,8,1,-57
0a3204a11077,f162c90464a1,96,8,5,-52
